rooms,area_m2,floor_current,floor_total,price,city,district,building_type
2,58,3,3,700,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,82,15,19,750,Bakı,İnşaatçılar m.,Teze tikili
2,50,9,9,500,Bakı,İnşaatçılar m.,Kohne tikili
2,80,1,2,600,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,45,10,10,550,Bakı,Yasamal r.,Kohne tikili
3,80,4,9,300,Bakı,Yeni Günəşli q.,Kohne tikili
1,50,5,7,750,Bakı,8 Noyabr m.,Kohne tikili
2,55,4,9,640,Bakı,İnşaatçılar m.,Kohne tikili
2,65,7,9,600,Bakı,Nəsimi m.,Kohne tikili
2,60,11,17,200,Bakı,Qara Qarayev m.,Teze tikili
2,70,5,9,750,Bakı,Elmlər Akademiyası m.,Kohne tikili
3,110,5,16,900,Bakı,Azadlıq Prospekti m.,Teze tikili
3,120,8,17,300,Bakı,Nəriman Nərimanov m.,Teze tikili
2,70,16,19,900,Bakı,Azadlıq Prospekti m.,Teze tikili
2,50,3,5,700,Bakı,Gənclik m.,Kohne tikili
3,109,2,17,650,Xırdalan,Xırdalan,Teze tikili
3,80,1,2,250,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,80,8,8,849,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,55,5,16,900,Bakı,Nəriman Nərimanov m.,Teze tikili
2,55,5,5,700,Bakı,Gənclik m.,Kohne tikili
2,53,9,14,499,Bakı,Yasamal r.,Teze tikili
3,100,3,6,500,Bakı,Masazır q.,Kohne tikili
3,105,14,15,800,Bakı,Həzi Aslanov m.,Teze tikili
2,90,6,18,950,Bakı,20 Yanvar m.,Teze tikili
3,120,7,11,650,Bakı,İnşaatçılar m.,Kohne tikili
3,110,10,18,800,Bakı,Həzi Aslanov m.,Teze tikili
2,68,3,5,800,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,56,9,9,500,Xırdalan,Xırdalan,Kohne tikili
2,75,16,20,750,Bakı,Nəriman Nərimanov m.,Teze tikili
2,80,7,17,800,Bakı,Nərimanov r.,Teze tikili
3,80,8,12,750,Bakı,Yasamal r.,Teze tikili
4,120,3,3,500,Gəncə,Gəncə,Kohne tikili
2,55,4,5,550,Bakı,Memar Əcəmi m.,Kohne tikili
2,45,4,9,650,Bakı,İnşaatçılar m.,Kohne tikili
2,75,8,8,850,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,60,7,18,850,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,75,2,5,700,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,55,5,5,550,Bakı,Azadlıq Prospekti m.,Kohne tikili
2,60,8,9,450,Bakı,Əhmədli m.,Kohne tikili
2,55,7,9,400,Bakı,Köhnə Günəşli q.,Kohne tikili
2,61,7,18,850,Bakı,Ağ şəhər q.,Teze tikili
3,130,4,9,800,Bakı,Memar Əcəmi m.,Kohne tikili
2,85,10,13,600,Xırdalan,Xırdalan,Teze tikili
3,120,8,11,650,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,70,7,20,699,Bakı,Nərimanov r.,Teze tikili
2,60,5,17,900,Bakı,Nəriman Nərimanov m.,Teze tikili
3,135,14,17,790,Bakı,Azadlıq Prospekti m.,Teze tikili
2,72,3,4,800,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
3,130,3,9,840,Bakı,Memar Əcəmi m.,Kohne tikili
2,65,7,20,700,Bakı,Nəriman Nərimanov m.,Teze tikili
2,45,2,5,500,Bakı,Dərnəgül m.,Kohne tikili
2,75,8,8,850,Bakı,Nəriman Nərimanov m.,Kohne tikili
3,130,4,14,999,Bakı,Gənclik m.,Teze tikili
2,80,8,16,600,Bakı,Səbail r.,Teze tikili
2,58,3,3,750,Bakı,Nərimanov r.,Kohne tikili
2,70,11,20,840,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,75,7,16,625,Bakı,İnşaatçılar m.,Teze tikili
3,90,17,17,650,Bakı,Həzi Aslanov m.,Teze tikili
3,56,5,13,460,Xırdalan,Xırdalan,Teze tikili
2,75,4,14,900,Bakı,İçəri Şəhər m.,Teze tikili
2,82,6,12,780,Bakı,Nizami m.,Teze tikili
1,30,2,3,500,Bakı,Nəsimi m.,Kohne tikili
3,140,12,17,850,Bakı,Nəriman Nərimanov m.,Teze tikili
2,32,6,18,340,Xırdalan,Xırdalan,Teze tikili
3,120,8,11,650,Bakı,İnşaatçılar m.,Kohne tikili
2,75,8,8,850,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,53,4,5,550,Bakı,Memar Əcəmi m.,Kohne tikili
3,100,8,12,800,Bakı,Neftçilər m.,Teze tikili
2,72,9,17,990,Bakı,28 May m.,Teze tikili
2,60,3,3,750,Bakı,Gənclik m.,Kohne tikili
3,100,17,21,600,Bakı,Yeni Yasamal q.,Teze tikili
3,125,8,11,649,Bakı,İnşaatçılar m.,Kohne tikili
2,55,4,5,550,Bakı,Memar Əcəmi m.,Kohne tikili
3,120,14,17,800,Bakı,Azadlıq Prospekti m.,Teze tikili
3,100,15,20,630,Bakı,Yasamal r.,Teze tikili
2,56,4,9,650,Bakı,İnşaatçılar m.,Kohne tikili
3,75,5,9,790,Bakı,Memar Əcəmi m.,Kohne tikili
3,90,4,19,850,Bakı,Xətai r.,Teze tikili
3,100,3,5,899,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,55,4,9,649,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,60,2,4,750,Bakı,Sahil m.,Kohne tikili
2,60,3,5,800,Bakı,Nizami m.,Kohne tikili
3,105,20,24,999,Bakı,Xətai r.,Teze tikili
3,120,8,11,650,Bakı,İnşaatçılar m.,Kohne tikili
2,60,4,5,550,Bakı,Memar Əcəmi m.,Kohne tikili
3,90,3,5,600,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,70,3,17,900,Bakı,İçəri Şəhər m.,Teze tikili
3,120,14,20,940,Bakı,Nəriman Nərimanov m.,Teze tikili
2,60,2,15,500,Xırdalan,Xırdalan,Teze tikili
2,50,4,9,650,Bakı,Nəriman Nərimanov m.,Kohne tikili
3,80,2,12,550,Bakı,Hövsan q.,Teze tikili
2,70,14,16,700,Bakı,Qara Qarayev m.,Teze tikili
2,60,7,18,850,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,50,1,4,400,Bakı,Biləcəri q.,Kohne tikili
2,60,8,17,850,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,70,5,11,550,Xırdalan,Xırdalan,Kohne tikili
3,110,16,20,750,Bakı,Azadlıq Prospekti m.,Teze tikili
3,70,6,9,600,Bakı,Əhmədli m.,Kohne tikili
2,45,3,5,550,Bakı,Memar Əcəmi m.,Kohne tikili
2,90,7,11,550,Bakı,İnşaatçılar m.,Kohne tikili
2,45,3,5,370,Xırdalan,Xırdalan,Kohne tikili
2,55,11,12,500,Bakı,İnşaatçılar m.,Teze tikili
3,95,9,14,978,Bakı,Nəsimi r.,Teze tikili
3,93,7,13,550,Xırdalan,Xırdalan,Teze tikili
2,60,16,18,640,Bakı,Memar Əcəmi m.,Teze tikili
2,65,8,9,700,Bakı,Nərimanov r.,Kohne tikili
2,75,6,17,900,Bakı,Bakmil m.,Teze tikili
2,50,3,5,550,Bakı,20 Yanvar m.,Kohne tikili
2,82,8,20,800,Bakı,8 Noyabr m.,Teze tikili
3,60,2,5,599,Bakı,Neftçilər m.,Kohne tikili
2,65,7,20,750,Bakı,Nəriman Nərimanov m.,Teze tikili
2,96,13,17,850,Bakı,Şah İsmayıl Xətai m.,Teze tikili
1,35,4,5,400,Bakı,İnşaatçılar m.,Kohne tikili
2,75,3,17,850,Bakı,Nizami m.,Teze tikili
1,50,10,11,350,Xırdalan,Xırdalan,Kohne tikili
3,112,7,11,820,Bakı,İnşaatçılar m.,Kohne tikili
3,60,2,5,600,Bakı,Neftçilər m.,Kohne tikili
3,100,9,14,990,Bakı,Nəsimi r.,Teze tikili
3,90,6,9,900,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,70,9,12,450,Sumqayıt,Sumqayıt,Teze tikili
2,90,8,16,599,Bakı,Bayıl q.,Teze tikili
3,60,2,2,699,Bakı,İçəri Şəhər m.,Kohne tikili
2,80,6,12,800,Bakı,Nizami m.,Teze tikili
3,98,9,12,700,Bakı,İnşaatçılar m.,Teze tikili
2,60,10,18,800,Bakı,Elmlər Akademiyası m.,Teze tikili
2,100,3,16,750,Bakı,Nizami m.,Teze tikili
2,61,15,16,550,Bakı,Massiv D q.,Teze tikili
3,65,4,5,550,Bakı,Memar Əcəmi m.,Kohne tikili
3,90,1,5,800,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,55,9,9,500,Bakı,Yeni Yasamal q.,Kohne tikili
2,50,9,9,500,Bakı,İnşaatçılar m.,Kohne tikili
2,55,9,9,500,Bakı,İnşaatçılar m.,Kohne tikili
2,60,9,9,490,Bakı,Yasamal r.,Kohne tikili
2,60,9,10,499,Bakı,Yeni Yasamal q.,Kohne tikili
3,60,2,5,700,Bakı,Neftçilər m.,Kohne tikili
2,55,4,5,550,Bakı,Memar Əcəmi m.,Kohne tikili
2,74,2,9,900,Bakı,Səbail r.,Kohne tikili
3,100,3,5,899,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,58,7,18,850,Bakı,Nərimanov r.,Teze tikili
3,110,15,15,750,Bakı,Səbail r.,Teze tikili
2,60,4,6,600,Bakı,Qara Qarayev m.,Kohne tikili
2,55,2,14,400,Bakı,Saray q.,Teze tikili
3,60,2,5,600,Bakı,Qara Qarayev m.,Kohne tikili
3,127,10,13,800,Bakı,Neftçilər m.,Teze tikili
2,50,9,9,500,Bakı,Yeni Yasamal q.,Kohne tikili
2,62,17,24,800,Bakı,İnşaatçılar m.,Teze tikili
2,65,13,16,500,Sumqayıt,Sumqayıt,Teze tikili
3,80,3,9,500,Bakı,Xətai r.,Kohne tikili
2,60,4,5,550,Bakı,Memar Əcəmi m.,Kohne tikili
1,37,3,5,500,Bakı,Neftçilər m.,Kohne tikili
2,70,1,5,750,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,70,14,17,800,Bakı,Nərimanov r.,Teze tikili
2,52,3,9,550,Bakı,Memar Əcəmi m.,Kohne tikili
2,55,4,5,550,Bakı,Memar Əcəmi m.,Kohne tikili
3,116,14,19,800,Bakı,İnşaatçılar m.,Teze tikili
3,80,8,9,750,Bakı,İnşaatçılar m.,Kohne tikili
2,62,9,10,580,Bakı,Neftçilər m.,Kohne tikili
3,124,12,16,800,Bakı,Memar Əcəmi m.,Teze tikili
3,115,4,18,730,Bakı,İnşaatçılar m.,Teze tikili
3,80,2,9,400,Sumqayıt,Sumqayıt,Kohne tikili
3,130,3,9,840,Bakı,Memar Əcəmi m.,Kohne tikili
2,70,5,11,550,Xırdalan,Xırdalan,Kohne tikili
3,120,2,16,900,Bakı,Azadlıq Prospekti m.,Teze tikili
2,76,18,20,700,Bakı,Nəriman Nərimanov m.,Teze tikili
2,120,15,19,999,Bakı,Gənclik m.,Teze tikili
2,78,2,16,550,Bakı,İnşaatçılar m.,Teze tikili
1,35,3,5,450,Bakı,Nəriman Nərimanov m.,Kohne tikili
1,40,3,5,450,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,90,16,17,550,Bakı,İnşaatçılar m.,Teze tikili
2,80,15,16,620,Bakı,Yasamal r.,Teze tikili
2,60,5,9,500,Bakı,Həzi Aslanov m.,Kohne tikili
2,60,8,18,800,Bakı,20 Yanvar m.,Teze tikili
3,90,1,5,500,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,80,4,5,800,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,52,4,4,400,Bakı,Mehdiabad q.,Kohne tikili
3,118,14,17,800,Bakı,Dərnəgül m.,Teze tikili
2,55,3,5,700,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
2,70,5,7,900,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
2,60,6,10,600,Sumqayıt,Sumqayıt,Kohne tikili
2,50,2,5,500,Bakı,28 May m.,Kohne tikili
3,60,2,2,700,Bakı,İçəri Şəhər m.,Kohne tikili
3,130,13,17,850,Bakı,Azadlıq Prospekti m.,Teze tikili
3,50,1,5,450,Gəncə,Gəncə,Kohne tikili
1,48,8,9,230,Bakı,İnşaatçılar m.,Kohne tikili
3,70,4,9,600,Bakı,Neftçilər m.,Kohne tikili
2,60,12,13,180,Bakı,Xalqlar Dostluğu m.,Teze tikili
1,50,6,6,270,Bakı,Masazır q.,Kohne tikili
3,55,4,5,650,Bakı,Elmlər Akademiyası m.,Kohne tikili
3,90,12,18,800,Bakı,Gənclik m.,Teze tikili
3,100,5,17,170,Bakı,Əhmədli m.,Teze tikili
3,110,12,18,650,Bakı,Yeni Yasamal q.,Teze tikili
3,130,3,9,840,Bakı,Memar Əcəmi m.,Kohne tikili
2,80,8,8,850,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,70,4,12,799,Bakı,Bayıl q.,Teze tikili
2,65,2,4,950,Bakı,Sahil m.,Kohne tikili
2,70,4,4,800,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
2,50,13,17,200,Bakı,Nizami r.,Teze tikili
3,125,10,16,800,Bakı,Yeni Yasamal q.,Teze tikili
3,80,4,5,800,Bakı,28 May m.,Kohne tikili
2,62,10,18,800,Bakı,İnşaatçılar m.,Teze tikili
2,96,15,18,800,Bakı,Həzi Aslanov m.,Teze tikili
2,85,4,10,800,Bakı,Nizami m.,Kohne tikili
2,106,6,14,850,Bakı,Nərimanov r.,Teze tikili
2,73,20,20,900,Bakı,Şah İsmayıl Xətai m.,Teze tikili
4,120,9,9,400,Bakı,Həzi Aslanov q.,Kohne tikili
2,65,5,5,550,Bakı,Həzi Aslanov m.,Kohne tikili
3,75,6,9,355,Bakı,Badamdar q.,Kohne tikili
2,40,1,2,300,Bakı,İçəri Şəhər m.,Kohne tikili
1,50,8,18,699,Bakı,Elmlər Akademiyası m.,Teze tikili
1,35,3,5,250,Bakı,Gənclik m.,Kohne tikili
2,80,6,13,750,Bakı,Nizami m.,Teze tikili
2,75,6,16,650,Bakı,Nəsimi m.,Teze tikili
2,30,1,2,450,Bakı,Sahil m.,Kohne tikili
3,96,5,20,950,Bakı,Şah İsmayıl Xətai m.,Teze tikili
4,120,9,19,800,Bakı,İnşaatçılar m.,Teze tikili
3,156,2,18,950,Bakı,Nərimanov r.,Teze tikili
3,60,5,5,700,Bakı,İnşaatçılar m.,Kohne tikili
2,60,12,14,600,Bakı,Xətai r.,Teze tikili
3,110,2,16,650,Xırdalan,Xırdalan,Teze tikili
2,44,5,5,500,Bakı,Badamdar q.,Kohne tikili
2,86,13,16,600,Bakı,Yeni Yasamal q.,Teze tikili
2,60,16,18,650,Bakı,Memar Əcəmi m.,Teze tikili
3,120,3,17,850,Bakı,Azadlıq Prospekti m.,Teze tikili
1,30,1,5,449,Bakı,8-ci mikrorayon q.,Kohne tikili
2,70,2,4,420,Bakı,Bakıxanov q.,Kohne tikili
2,63,5,14,300,Sumqayıt,Sumqayıt,Teze tikili
2,60,7,9,698,Bakı,Elmlər Akademiyası m.,Kohne tikili
3,105,5,20,900,Bakı,Yeni Yasamal q.,Teze tikili
4,195,8,12,900,Bakı,Nərimanov r.,Teze tikili
1,40,2,5,350,Bakı,Neftçilər m.,Kohne tikili
2,50,3,19,420,Xırdalan,Xırdalan,Teze tikili
2,60,4,14,900,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,60,16,18,598,Bakı,İnşaatçılar m.,Teze tikili
2,55,3,5,700,Bakı,Nizami m.,Kohne tikili
2,50,1,4,400,Bakı,Biləcəri q.,Kohne tikili
2,80,8,16,950,Bakı,Nəsimi r.,Teze tikili
3,70,6,9,700,Bakı,Gənclik m.,Kohne tikili
2,80,7,13,799,Bakı,Nizami m.,Teze tikili
3,120,2,18,900,Bakı,Azadlıq Prospekti m.,Teze tikili
2,105,17,18,350,Bakı,Nəriman Nərimanov m.,Teze tikili
3,120,2,17,900,Bakı,Azadlıq Prospekti m.,Teze tikili
3,118,16,17,850,Bakı,Həzi Aslanov m.,Teze tikili
2,65,2,9,800,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
2,71,7,15,850,Bakı,Nizami m.,Teze tikili
3,90,9,11,450,Xırdalan,Xırdalan,Kohne tikili
2,56,4,16,450,Xırdalan,Xırdalan,Teze tikili
3,70,16,19,750,Bakı,İnşaatçılar m.,Teze tikili
1,45,3,18,420,Xırdalan,Xırdalan,Teze tikili
4,125,4,5,649,Bakı,Həzi Aslanov m.,Kohne tikili
2,55,2,9,275,Bakı,Nərimanov r.,Kohne tikili
2,48,5,9,450,Bakı,Masazır q.,Kohne tikili
3,132,15,18,800,Bakı,Nəriman Nərimanov m.,Teze tikili
2,82,11,12,950,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,65,2,5,650,Bakı,Memar Əcəmi m.,Kohne tikili
2,80,14,17,800,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,128,4,17,999,Bakı,Gənclik m.,Teze tikili
2,80,16,17,750,Bakı,7-ci mikrorayon q.,Teze tikili
4,110,2,9,700,Bakı,İnşaatçılar m.,Kohne tikili
2,75,9,19,750,Bakı,Nərimanov r.,Teze tikili
2,70,5,5,500,Bakı,Bakıxanov q.,Kohne tikili
2,80,8,20,850,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,55,7,17,850,Bakı,28 May m.,Teze tikili
2,80,8,11,850,Bakı,Gənclik m.,Kohne tikili
2,45,7,16,700,Bakı,Nərimanov r.,Teze tikili
2,65,3,16,500,Bakı,Xalqlar Dostluğu m.,Teze tikili
2,59,2,14,400,Bakı,Saray q.,Teze tikili
2,65,12,19,999,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,80,12,17,650,Bakı,Əhmədli m.,Teze tikili
3,117,8,15,900,Bakı,Azadlıq Prospekti m.,Teze tikili
2,96,15,18,800,Bakı,Həzi Aslanov m.,Teze tikili
2,90,4,14,800,Bakı,20 Yanvar m.,Teze tikili
2,60,2,5,799,Bakı,28 May m.,Kohne tikili
3,100,3,5,950,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,70,3,5,700,Bakı,Qara Qarayev m.,Kohne tikili
3,58,6,6,400,Bakı,Masazır q.,Kohne tikili
2,62,4,17,600,Bakı,Xətai r.,Teze tikili
3,90,3,9,899,Bakı,Nizami m.,Kohne tikili
2,58,4,5,600,Bakı,Əhmədli m.,Kohne tikili
2,80,7,21,950,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,100,9,15,950,Bakı,Nəriman Nərimanov m.,Teze tikili
3,100,3,5,950,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,65,16,27,999,Bakı,8 Noyabr m.,Teze tikili
3,100,3,5,950,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,55,4,14,500,Xırdalan,Xırdalan,Teze tikili
2,70,11,17,800,Bakı,28 May m.,Teze tikili
2,96,15,18,700,Bakı,Həzi Aslanov m.,Teze tikili
1,35,7,18,750,Bakı,Nizami m.,Teze tikili
2,85,6,17,650,Bakı,Memar Əcəmi m.,Teze tikili
2,70,12,16,700,Bakı,Dərnəgül m.,Teze tikili
2,70,10,16,700,Bakı,Dərnəgül m.,Teze tikili
2,80,5,18,800,Bakı,Nəsimi m.,Teze tikili
2,68,7,16,700,Bakı,Dərnəgül m.,Teze tikili
2,90,10,20,900,Bakı,8 Noyabr m.,Teze tikili
3,110,3,5,949,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,90,6,12,650,Bakı,Neftçilər m.,Teze tikili
2,50,3,5,700,Bakı,Nərimanov r.,Kohne tikili
2,80,16,20,720,Bakı,Nəriman Nərimanov m.,Teze tikili
2,80,9,18,749,Bakı,Nərimanov r.,Teze tikili
3,125,10,11,948,Bakı,Memar Əcəmi m.,Kohne tikili
1,50,7,7,900,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
2,55,13,15,650,Bakı,İnşaatçılar m.,Teze tikili
2,80,9,18,750,Bakı,Nəriman Nərimanov m.,Teze tikili
2,67,13,16,700,Bakı,Dərnəgül m.,Teze tikili
3,80,16,18,750,Bakı,İnşaatçılar m.,Teze tikili
2,50,1,5,450,Bakı,Memar Əcəmi m.,Kohne tikili
2,65,1,4,500,Bakı,Nəsimi m.,Kohne tikili
2,65,7,14,900,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,75,16,20,750,Bakı,Nəriman Nərimanov m.,Teze tikili
3,70,6,9,700,Bakı,Nərimanov r.,Kohne tikili
3,110,15,15,750,Bakı,Badamdar q.,Teze tikili
3,70,2,2,900,Bakı,Sahil m.,Kohne tikili
2,90,12,16,799,Bakı,Elmlər Akademiyası m.,Teze tikili
2,70,15,19,450,Bakı,Xətai r.,Teze tikili
3,100,3,5,950,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,60,2,5,750,Bakı,28 May m.,Kohne tikili
2,85,12,16,900,Bakı,Gənclik m.,Teze tikili
3,90,3,3,750,Bakı,Nəsimi r.,Kohne tikili
4,110,1,9,900,Bakı,İnşaatçılar m.,Kohne tikili
2,75,16,20,750,Bakı,Nəriman Nərimanov m.,Teze tikili
2,50,5,5,550,Bakı,8-ci mikrorayon q.,Kohne tikili
2,50,7,18,570,Bakı,Nizami r.,Teze tikili
2,80,12,18,900,Bakı,Gənclik m.,Teze tikili
2,62,2,3,850,Bakı,Sahil m.,Kohne tikili
2,70,10,18,799,Bakı,Elmlər Akademiyası m.,Teze tikili
3,110,10,17,900,Bakı,Nəsimi r.,Teze tikili
3,117,2,18,900,Bakı,Azadlıq Prospekti m.,Teze tikili
2,55,3,4,500,Bakı,Xətai r.,Kohne tikili
3,100,13,16,950,Bakı,28 May m.,Teze tikili
1,40,5,5,450,Bakı,Memar Əcəmi m.,Kohne tikili
2,90,13,15,950,Bakı,8 Noyabr m.,Teze tikili
2,95,4,18,900,Bakı,Nəriman Nərimanov m.,Teze tikili
2,62,4,5,790,Bakı,İçəri Şəhər m.,Kohne tikili
2,65,10,18,799,Bakı,Elmlər Akademiyası m.,Teze tikili
1,35,5,20,800,Bakı,Ağ şəhər q.,Teze tikili
1,43,4,5,600,Bakı,Nizami m.,Kohne tikili
3,125,10,11,950,Bakı,Memar Əcəmi m.,Kohne tikili
3,80,4,5,950,Bakı,Elmlər Akademiyası m.,Kohne tikili
1,52,6,6,400,Xırdalan,Xırdalan,Kohne tikili
1,36,1,11,300,Xırdalan,Xırdalan,Kohne tikili
2,90,18,20,900,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,95,3,6,850,Bakı,Nizami m.,Kohne tikili
2,68,18,30,950,Bakı,8 Noyabr m.,Teze tikili
2,52,12,20,600,Bakı,20 Yanvar m.,Teze tikili
2,72,16,16,650,Bakı,20 Yanvar m.,Teze tikili
2,80,7,21,950,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,85,8,9,850,Bakı,Nəsimi r.,Kohne tikili
2,80,18,20,550,Bakı,Bakıxanov q.,Teze tikili
3,90,21,22,650,Bakı,İnşaatçılar m.,Teze tikili
2,50,3,14,350,Bakı,Masazır q.,Teze tikili
2,65,2,5,849,Bakı,İçəri Şəhər m.,Kohne tikili
2,80,7,11,750,Bakı,Memar Əcəmi m.,Kohne tikili
3,110,5,16,900,Bakı,Azadlıq Prospekti m.,Teze tikili
3,130,6,14,950,Bakı,Nərimanov r.,Teze tikili
3,80,10,16,800,Bakı,20 Yanvar m.,Teze tikili
3,80,5,13,800,Bakı,Nizami r.,Teze tikili
3,110,15,15,750,Bakı,Badamdar q.,Teze tikili
3,80,6,9,600,Bakı,Əhmədli m.,Kohne tikili
2,60,2,17,700,Bakı,Memar Əcəmi m.,Teze tikili
2,55,15,20,750,Bakı,Xətai r.,Teze tikili
3,70,4,9,750,Bakı,Əhmədli m.,Kohne tikili
3,70,1,5,650,Bakı,Nəriman Nərimanov m.,Kohne tikili
3,70,4,9,750,Bakı,Əhmədli m.,Kohne tikili
3,120,5,5,999,Bakı,İçəri Şəhər m.,Kohne tikili
2,55,5,16,880,Bakı,Nəriman Nərimanov m.,Teze tikili
2,60,6,18,750,Bakı,İnşaatçılar m.,Teze tikili
4,120,1,9,750,Bakı,Azadlıq Prospekti m.,Kohne tikili
2,110,6,14,800,Bakı,Nərimanov r.,Teze tikili
4,70,1,1,500,Bakı,28 May m.,Kohne tikili
2,75,18,20,750,Bakı,Nəriman Nərimanov m.,Teze tikili
3,80,5,5,700,Bakı,Memar Əcəmi m.,Kohne tikili
3,100,14,16,700,Bakı,Qara Qarayev m.,Teze tikili
2,59,6,12,850,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,100,8,17,900,Bakı,Memar Əcəmi m.,Teze tikili
3,95,11,16,450,Xırdalan,Xırdalan,Teze tikili
2,62,4,5,700,Bakı,Elmlər Akademiyası m.,Kohne tikili
1,33,3,5,350,Bakı,Neftçilər m.,Kohne tikili
2,65,17,20,850,Bakı,20 Yanvar m.,Teze tikili
2,70,4,5,850,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,68,5,9,800,Bakı,Nəriman Nərimanov m.,Kohne tikili
3,85,5,9,799,Bakı,Memar Əcəmi m.,Kohne tikili
2,80,16,16,650,Bakı,Yeni Yasamal q.,Teze tikili
4,123,4,5,650,Bakı,Həzi Aslanov m.,Kohne tikili
2,75,16,18,600,Bakı,Həzi Aslanov m.,Teze tikili
3,60,3,5,649,Bakı,Nərimanov r.,Kohne tikili
3,80,3,9,650,Bakı,Binəqədi r.,Kohne tikili
2,65,4,9,750,Bakı,Gənclik m.,Kohne tikili
2,78,5,16,800,Bakı,Nəsimi m.,Teze tikili
2,70,16,17,600,Bakı,Yeni Yasamal q.,Teze tikili
4,123,4,5,650,Bakı,Həzi Aslanov m.,Kohne tikili
3,70,3,9,700,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,50,2,5,700,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,76,10,13,520,Xırdalan,Xırdalan,Teze tikili
2,85,6,17,650,Bakı,Memar Əcəmi m.,Teze tikili
2,80,5,14,800,Bakı,Memar Əcəmi m.,Teze tikili
2,70,7,9,700,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,75,2,13,300,Bakı,Qara Qarayev m.,Teze tikili
4,123,4,5,650,Bakı,Həzi Aslanov m.,Kohne tikili
2,65,4,9,750,Bakı,Gənclik m.,Kohne tikili
2,55,7,17,890,Bakı,Nəriman Nərimanov m.,Teze tikili
1,55,8,18,600,Bakı,20 Yanvar m.,Teze tikili
2,65,12,17,750,Bakı,Nəriman Nərimanov m.,Teze tikili
3,75,4,4,350,Sumqayıt,Sumqayıt,Kohne tikili
2,55,4,9,600,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,52,7,16,850,Bakı,Nizami m.,Teze tikili
2,76,9,19,750,Bakı,Nərimanov r.,Teze tikili
3,110,7,19,750,Bakı,İnşaatçılar m.,Teze tikili
2,110,6,15,680,Bakı,Neftçilər m.,Teze tikili
2,70,18,21,750,Bakı,Nərimanov r.,Teze tikili
2,61,7,19,800,Bakı,Nərimanov r.,Teze tikili
2,45,6,12,599,Bakı,Yasamal q.,Teze tikili
3,92,2,16,700,Bakı,Avtovağzal m.,Teze tikili
2,100,4,9,600,Bakı,Azadlıq Prospekti m.,Kohne tikili
2,60,16,18,650,Bakı,Nəsimi m.,Teze tikili
2,65,14,19,900,Bakı,İnşaatçılar m.,Teze tikili
2,50,3,5,700,Bakı,Nərimanov r.,Kohne tikili
2,100,13,16,750,Bakı,Nizami m.,Teze tikili
2,65,5,16,900,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,85,7,18,800,Bakı,20 Yanvar m.,Teze tikili
