rooms,area_m2,floor_current,floor_total,price,district,floor_ratio,building_type_enc,is_baku,district_freq,district_target_enc
2,61,9,11,799,Nəsimi r.,0.8181818181818182,0,1,739,1119.722598105548
2,50,9,9,500,Nəsimi m.,1.0,0,1,132,687.25
2,75,5,5,800,28 May m.,1.0,0,1,1066,1281.5741088180112
2,70,16,18,700,Qara Qarayev m.,0.8888888888888888,1,1,322,761.6521739130435
2,65,4,5,900,İçəri Şəhər m.,0.8,0,1,226,1133.9203539823009
2,55,2,9,600,Elmlər Akademiyası m.,0.2222222222222222,0,1,662,1093.358006042296
3,95,7,9,800,Nizami m.,0.7777777777777778,0,1,752,1187.590425531915
3,105,2,14,980,Nizami m.,0.14285714285714285,1,1,752,1187.590425531915
3,110,1,14,950,Nizami m.,0.07142857142857142,1,1,752,1187.590425531915
3,80,4,5,748,8-ci mikrorayon q.,0.8,0,1,60,725.85
2,65,2,5,550,İnşaatçılar m.,0.4,0,1,636,727.9591194968554
2,40,1,5,500,Memar Əcəmi m.,0.2,0,1,410,626.4536585365854
2,60,10,20,600,Nəsimi m.,0.5,1,1,132,687.25
3,120,2,18,980,Nizami m.,0.1111111111111111,1,1,752,1187.590425531915
2,60,6,7,900,Şah İsmayıl Xətai m.,0.8571428571428571,0,1,1078,1210.7810760667903
2,50,8,16,650,20 Yanvar m.,0.5,1,1,620,771.0661290322581
2,55,15,20,749,20 Yanvar m.,0.75,1,1,620,771.0661290322581
2,50,9,16,650,20 Yanvar m.,0.5625,1,1,620,771.0661290322581
2,80,6,9,550,Sumqayıt,0.6666666666666666,0,0,142,499.78169014084506
2,65,5,12,400,Xırdalan,0.4166666666666667,1,0,334,459.20059880239523
1,40,11,18,700,28 May m.,0.6111111111111112,1,1,1066,1281.5741088180112
3,96,15,16,940,Nəriman Nərimanov m.,0.9375,1,1,1211,946.3137902559868
2,75,8,16,750,28 May m.,0.5,1,1,1066,1281.5741088180112
2,48,5,20,700,20 Yanvar m.,0.25,1,1,620,771.0661290322581
3,100,15,16,899,Nəriman Nərimanov m.,0.9375,1,1,1211,946.3137902559868
2,80,10,19,200,Nəriman Nərimanov m.,0.5263157894736842,1,1,1211,946.3137902559868
3,96,15,16,940,Nəriman Nərimanov m.,0.9375,1,1,1211,946.3137902559868
2,80,10,17,550,Həzi Aslanov m.,0.5882352941176471,1,1,409,667.4449877750611
2,90,4,10,760,Nizami m.,0.4,0,1,752,1187.590425531915
3,100,7,9,800,Nizami m.,0.7777777777777778,0,1,752,1187.590425531915
3,70,4,5,750,8-ci mikrorayon q.,0.8,0,1,60,725.85
3,96,5,16,900,Nəriman Nərimanov m.,0.3125,1,1,1211,946.3137902559868
2,65,9,16,850,Gənclik m.,0.5625,1,1,521,966.3109404990403
2,60,6,11,650,Memar Əcəmi m.,0.5454545454545454,0,1,410,626.4536585365854
2,65,9,16,850,Nərimanov r.,0.5625,1,1,515,1025.102912621359
3,100,3,5,950,Nəriman Nərimanov m.,0.6,0,1,1211,946.3137902559868
2,70,7,27,950,8 Noyabr m.,0.25925925925925924,1,1,624,1178.1826923076924
1,55,7,19,500,8-ci kilometr q.,0.3684210526315789,1,1,30,684.4333333333333
1,40,7,9,450,Bakıxanov q.,0.7777777777777778,0,1,74,601.2702702702703
2,60,16,18,650,9-cu mikrorayon q.,0.8888888888888888,1,1,34,562.3823529411765
3,60,2,2,699,İçəri Şəhər m.,1.0,0,1,226,1133.9203539823009
3,100,4,16,700,Xətai r.,0.25,1,1,228,1175.798245614035
3,61,6,6,360,Masazır q.,1.0,0,1,95,389.6421052631579
4,110,1,8,748,Azadlıq Prospekti m.,0.125,0,1,280,759.9142857142857
3,132,6,17,800,Əhmədli m.,0.35294117647058826,1,1,217,630.6866359447005
4,100,7,9,600,Həzi Aslanov m.,0.7777777777777778,0,1,409,667.4449877750611
2,66,15,16,880,Nəriman Nərimanov m.,0.9375,1,1,1211,946.3137902559868
2,60,10,17,450,Sumqayıt,0.5882352941176471,1,0,142,499.78169014084506
2,74,8,22,750,Yasamal q.,0.36363636363636365,1,1,77,736.1168831168832
2,50,15,17,700,20 Yanvar m.,0.8823529411764706,1,1,620,771.0661290322581
2,120,2,12,850,Yeni Yasamal q.,0.16666666666666666,1,1,159,671.3647798742138
2,55,3,5,500,Memar Əcəmi m.,0.6,0,1,410,626.4536585365854
3,105,15,16,850,Nəriman Nərimanov m.,0.9375,1,1,1211,946.3137902559868
4,100,1,9,750,Azadlıq Prospekti m.,0.1111111111111111,0,1,280,759.9142857142857
2,60,10,17,400,Xırdalan,0.5882352941176471,1,0,334,459.20059880239523
4,100,1,9,750,Azadlıq Prospekti m.,0.1111111111111111,0,1,280,759.9142857142857
1,35,6,18,600,Elmlər Akademiyası m.,0.3333333333333333,1,1,662,1093.358006042296
2,64,2,5,800,İçəri Şəhər m.,0.4,0,1,226,1133.9203539823009
2,90,4,12,790,8 Noyabr m.,0.3333333333333333,1,1,624,1178.1826923076924
2,62,4,16,999,Şah İsmayıl Xətai m.,0.25,1,1,1078,1210.7810760667903
2,65,10,16,800,Dərnəgül m.,0.625,1,1,158,777.7215189873418
3,90,1,1,700,Nəsimi r.,1.0,0,1,739,1119.722598105548
3,150,12,17,900,Şah İsmayıl Xətai m.,0.7058823529411765,1,1,1078,1210.7810760667903
2,70,15,17,850,Nəriman Nərimanov m.,0.8823529411764706,1,1,1211,946.3137902559868
2,58,5,5,500,Həzi Aslanov q.,1.0,0,1,82,659.3536585365854
3,110,16,17,650,İnşaatçılar m.,0.9411764705882353,1,1,636,727.9591194968554
4,100,7,9,600,Əhmədli m.,0.7777777777777778,0,1,217,630.6866359447005
2,60,6,7,900,Şah İsmayıl Xətai m.,0.8571428571428571,0,1,1078,1210.7810760667903
2,62,10,15,850,Nəriman Nərimanov m.,0.6666666666666666,1,1,1211,946.3137902559868
2,100,9,20,950,8 Noyabr m.,0.45,1,1,624,1178.1826923076924
2,75,18,20,800,Nəsimi r.,0.9,1,1,739,1119.722598105548
4,105,8,16,600,Sumqayıt,0.5,1,0,142,499.78169014084506
2,95,2,16,850,Şah İsmayıl Xətai m.,0.125,1,1,1078,1210.7810760667903
2,55,2,9,749,Gənclik m.,0.2222222222222222,0,1,521,966.3109404990403
3,150,3,16,449,Elmlər Akademiyası m.,0.1875,1,1,662,1093.358006042296
2,50,1,4,550,Səbail r.,0.25,0,1,108,1204.2962962962963
2,55,9,18,550,Memar Əcəmi m.,0.5,1,1,410,626.4536585365854
4,100,1,9,750,Azadlıq Prospekti m.,0.1111111111111111,0,1,280,759.9142857142857
2,70,13,27,900,8 Noyabr m.,0.48148148148148145,1,1,624,1178.1826923076924
2,50,13,20,750,Nəsimi r.,0.65,1,1,739,1119.722598105548
2,58,5,5,500,Xətai r.,1.0,0,1,228,1175.798245614035
2,96,15,16,940,Nəriman Nərimanov m.,0.9375,1,1,1211,946.3137902559868
1,33,1,5,450,Nəriman Nərimanov m.,0.2,0,1,1211,946.3137902559868
2,62,10,15,850,Nəriman Nərimanov m.,0.6666666666666666,1,1,1211,946.3137902559868
2,84,8,17,530,Əhmədli m.,0.47058823529411764,1,1,217,630.6866359447005
2,88,10,13,600,Xırdalan,0.7692307692307693,1,0,334,459.20059880239523
4,100,7,9,600,Əhmədli m.,0.7777777777777778,0,1,217,630.6866359447005
2,92,2,19,750,Həzi Aslanov m.,0.10526315789473684,1,1,409,667.4449877750611
1,34,1,5,650,Nizami m.,0.2,0,1,752,1187.590425531915
2,54,1,2,400,Nizami m.,0.5,0,1,752,1187.590425531915
2,72,18,20,850,Nəsimi r.,0.9,1,1,739,1119.722598105548
2,58,5,5,500,Həzi Aslanov q.,1.0,0,1,82,659.3536585365854
2,60,4,16,800,Şah İsmayıl Xətai m.,0.25,1,1,1078,1210.7810760667903
2,55,5,5,630,Gənclik m.,1.0,0,1,521,966.3109404990403
2,62,6,15,500,Xırdalan,0.4,1,0,334,459.20059880239523
2,49,6,23,800,20 Yanvar m.,0.2608695652173913,1,1,620,771.0661290322581
2,58,7,16,790,Şah İsmayıl Xətai m.,0.4375,1,1,1078,1210.7810760667903
2,90,1,5,700,Nəriman Nərimanov m.,0.2,0,1,1211,946.3137902559868
3,75,4,18,800,Həzi Aslanov m.,0.2222222222222222,1,1,409,667.4449877750611
2,65,7,8,800,Şah İsmayıl Xətai m.,0.875,0,1,1078,1210.7810760667903
1,30,3,5,500,Elmlər Akademiyası m.,0.6,0,1,662,1093.358006042296
2,84,12,18,670,Azadlıq Prospekti m.,0.6666666666666666,1,1,280,759.9142857142857
3,60,5,5,650,Neftçilər m.,1.0,0,1,246,652.0853658536586
2,55,1,2,600,Nizami m.,0.5,0,1,752,1187.590425531915
2,70,8,16,800,Nəsimi r.,0.5,1,1,739,1119.722598105548
2,75,15,17,900,Nəriman Nərimanov m.,0.8823529411764706,1,1,1211,946.3137902559868
2,65,17,23,750,İnşaatçılar m.,0.7391304347826086,1,1,636,727.9591194968554
2,50,5,5,600,Memar Əcəmi m.,1.0,0,1,410,626.4536585365854
2,55,2,5,450,Memar Əcəmi m.,0.4,0,1,410,626.4536585365854
2,65,12,15,500,Xırdalan,0.8,1,0,334,459.20059880239523
3,70,2,9,600,Həzi Aslanov m.,0.2222222222222222,0,1,409,667.4449877750611
3,100,1,1,500,28 May m.,1.0,0,1,1066,1281.5741088180112
2,110,3,9,850,28 May m.,0.3333333333333333,0,1,1066,1281.5741088180112
2,56,6,12,750,İnşaatçılar m.,0.5,1,1,636,727.9591194968554
3,140,6,17,999,Sahil m.,0.35294117647058826,1,1,278,1223.8021582733813
2,97,7,17,800,Koroğlu m.,0.4117647058823529,1,1,43,915.5813953488372
2,60,17,23,750,İnşaatçılar m.,0.7391304347826086,1,1,636,727.9591194968554
3,110,2,16,599,Həzi Aslanov m.,0.125,1,1,409,667.4449877750611
2,72,11,12,700,Yasamal r.,0.9166666666666666,1,1,180,888.6555555555556
2,83,5,6,950,Sea Breeze q.,0.8333333333333334,0,1,44,1097.0
1,62,1,6,700,Nardaran q.,0.16666666666666666,0,1,20,1142.15
2,88,15,20,750,Həzi Aslanov m.,0.75,1,1,409,667.4449877750611
2,85,4,16,600,7-ci mikrorayon q.,0.25,1,1,41,732.4146341463414
2,80,13,20,599,İnşaatçılar m.,0.65,1,1,636,727.9591194968554
2,55,4,5,500,Memar Əcəmi m.,0.8,0,1,410,626.4536585365854
3,100,6,16,599,Xırdalan,0.375,1,0,334,459.20059880239523
3,55,16,20,950,20 Yanvar m.,0.8,1,1,620,771.0661290322581
2,63,2,5,850,Bayıl q.,0.4,0,1,87,1060.057471264368
2,58,5,5,500,Xətai r.,1.0,0,1,228,1175.798245614035
2,80,15,19,900,Şah İsmayıl Xətai m.,0.7894736842105263,1,1,1078,1210.7810760667903
2,62,15,15,550,Həzi Aslanov m.,1.0,1,1,409,667.4449877750611
2,65,8,9,180,Yeni Yasamal q.,0.8888888888888888,0,1,159,671.3647798742138
2,62,15,16,800,Nəriman Nərimanov m.,0.9375,1,1,1211,946.3137902559868
2,55,5,5,540,Azadlıq Prospekti m.,1.0,0,1,280,759.9142857142857
2,60,4,14,900,28 May m.,0.2857142857142857,1,1,1066,1281.5741088180112
2,75,7,16,550,Xətai r.,0.4375,1,1,228,1175.798245614035
2,58,5,5,500,Həzi Aslanov q.,1.0,0,1,82,659.3536585365854
2,65,6,7,900,Şah İsmayıl Xətai m.,0.8571428571428571,0,1,1078,1210.7810760667903
2,55,2,5,600,Qara Qarayev m.,0.4,0,1,322,761.6521739130435
2,75,5,16,900,Elmlər Akademiyası m.,0.3125,1,1,662,1093.358006042296
2,70,10,16,700,Memar Əcəmi m.,0.625,1,1,410,626.4536585365854
1,51,4,20,450,Bakıxanov q.,0.2,1,1,74,601.2702702702703
2,50,4,12,550,Yasamal q.,0.3333333333333333,1,1,77,736.1168831168832
4,230,15,20,940,Nəsimi r.,0.75,1,1,739,1119.722598105548
2,60,5,16,700,Badamdar q.,0.3125,1,1,77,881.1428571428571
2,70,6,16,670,Əhmədli m.,0.375,1,1,217,630.6866359447005
2,80,8,18,850,Nəsimi r.,0.4444444444444444,1,1,739,1119.722598105548
2,60,17,23,750,İnşaatçılar m.,0.7391304347826086,1,1,636,727.9591194968554
2,70,16,18,700,Qara Qarayev m.,0.8888888888888888,1,1,322,761.6521739130435
2,60,7,8,850,Şah İsmayıl Xətai m.,0.875,0,1,1078,1210.7810760667903
3,117,2,16,650,Həzi Aslanov m.,0.125,1,1,409,667.4449877750611
2,75,17,20,850,Nərimanov r.,0.85,1,1,515,1025.102912621359
4,120,12,16,700,Neftçilər m.,0.75,1,1,246,652.0853658536586
2,75,7,10,750,Gənclik m.,0.7,0,1,521,966.3109404990403
2,65,8,16,550,Həzi Aslanov m.,0.5,1,1,409,667.4449877750611
2,50,9,10,500,Suraxanı r.,0.9,0,1,8,516.125
2,52,2,9,750,Azadlıq Prospekti m.,0.2222222222222222,0,1,280,759.9142857142857
4,115,3,9,900,Binəqədi q.,0.3333333333333333,0,1,8,483.75
2,68,14,16,650,Yasamal q.,0.875,1,1,77,736.1168831168832
2,57,17,20,880,20 Yanvar m.,0.85,1,1,620,771.0661290322581
2,60,13,16,650,İnşaatçılar m.,0.8125,1,1,636,727.9591194968554
3,130,3,20,700,İnşaatçılar m.,0.15,1,1,636,727.9591194968554
2,70,17,23,900,Elmlər Akademiyası m.,0.7391304347826086,1,1,662,1093.358006042296
2,68,16,18,700,Qara Qarayev m.,0.8888888888888888,1,1,322,761.6521739130435
2,50,18,19,600,20 Yanvar m.,0.9473684210526315,1,1,620,771.0661290322581
1,60,6,17,550,Qara Qarayev m.,0.35294117647058826,1,1,322,761.6521739130435
2,63,2,5,750,Gənclik m.,0.4,0,1,521,966.3109404990403
2,45,3,4,700,Səbail r.,0.75,0,1,108,1204.2962962962963
2,70,15,16,850,Binəqədi r.,0.9375,1,1,49,692.6530612244898
2,65,14,21,850,Şah İsmayıl Xətai m.,0.6666666666666666,1,1,1078,1210.7810760667903
2,65,9,16,850,Gənclik m.,0.5625,1,1,521,966.3109404990403
2,68,16,18,700,Qara Qarayev m.,0.8888888888888888,1,1,322,761.6521739130435
1,65,2,5,700,Sea Breeze q.,0.4,0,1,44,1097.0
2,58,5,5,500,Həzi Aslanov q.,1.0,0,1,82,659.3536585365854
2,45,1,4,900,Sahil m.,0.25,0,1,278,1223.8021582733813
2,40,3,5,450,Memar Əcəmi m.,0.6,0,1,410,626.4536585365854
2,70,10,27,950,8 Noyabr m.,0.37037037037037035,1,1,624,1178.1826923076924
2,68,16,18,700,Qara Qarayev m.,0.8888888888888888,1,1,322,761.6521739130435
2,65,7,10,750,Nizami m.,0.7,0,1,752,1187.590425531915
1,90,3,14,600,Nəriman Nərimanov m.,0.21428571428571427,1,1,1211,946.3137902559868
2,65,2,5,930,Nəsimi r.,0.4,0,1,739,1119.722598105548
1,30,3,8,280,Masazır q.,0.375,0,1,95,389.6421052631579
2,50,4,5,650,20 Yanvar m.,0.8,0,1,620,771.0661290322581
2,70,16,18,600,Memar Əcəmi m.,0.8888888888888888,1,1,410,626.4536585365854
2,80,16,20,550,Bakıxanov q.,0.8,1,1,74,601.2702702702703
2,75,10,19,600,Yasamal r.,0.5263157894736842,1,1,180,888.6555555555556
2,64,14,18,700,Xətai r.,0.7777777777777778,1,1,228,1175.798245614035
2,70,15,16,880,Nəriman Nərimanov m.,0.9375,1,1,1211,946.3137902559868
2,50,8,16,650,20 Yanvar m.,0.5,1,1,620,771.0661290322581
2,64,14,18,700,Həzi Aslanov m.,0.7777777777777778,1,1,409,667.4449877750611
2,100,8,17,850,Gənclik m.,0.47058823529411764,1,1,521,966.3109404990403
3,120,13,13,829,Neftçilər m.,1.0,1,1,246,652.0853658536586
2,75,6,18,900,28 May m.,0.3333333333333333,1,1,1066,1281.5741088180112
3,85,6,10,800,Nizami m.,0.6,0,1,752,1187.590425531915
3,85,16,18,850,Gənclik m.,0.8888888888888888,1,1,521,966.3109404990403
2,60,7,9,700,İnşaatçılar m.,0.7777777777777778,0,1,636,727.9591194968554
2,50,4,5,650,Gənclik m.,0.8,0,1,521,966.3109404990403
3,100,4,9,800,Elmlər Akademiyası m.,0.4444444444444444,0,1,662,1093.358006042296
2,75,15,17,900,Nəriman Nərimanov m.,0.8823529411764706,1,1,1211,946.3137902559868
2,50,1,4,650,Şah İsmayıl Xətai m.,0.25,0,1,1078,1210.7810760667903
1,45,3,5,450,Memar Əcəmi m.,0.6,0,1,410,626.4536585365854
2,75,15,17,900,Nəriman Nərimanov m.,0.8823529411764706,1,1,1211,946.3137902559868
2,60,6,12,750,Elmlər Akademiyası m.,0.5,1,1,662,1093.358006042296
2,72,18,20,850,Nəsimi r.,0.9,1,1,739,1119.722598105548
4,105,14,18,900,Nəsimi r.,0.7777777777777778,1,1,739,1119.722598105548
3,135,8,18,800,İnşaatçılar m.,0.4444444444444444,1,1,636,727.9591194968554
1,40,3,5,350,Elmlər Akademiyası m.,0.6,0,1,662,1093.358006042296
3,70,5,5,700,Elmlər Akademiyası m.,1.0,0,1,662,1093.358006042296
2,66,15,16,880,Nəriman Nərimanov m.,0.9375,1,1,1211,946.3137902559868
2,45,3,5,350,Masazır q.,0.6,0,1,95,389.6421052631579
2,70,14,17,800,Nərimanov r.,0.8235294117647058,1,1,515,1025.102912621359
3,110,11,18,750,Həzi Aslanov m.,0.6111111111111112,1,1,409,667.4449877750611
2,95,8,14,650,Həzi Aslanov m.,0.5714285714285714,1,1,409,667.4449877750611
2,70,8,20,550,Həzi Aslanov m.,0.4,1,1,409,667.4449877750611
2,80,17,20,850,Nəsimi r.,0.85,1,1,739,1119.722598105548
3,75,4,6,900,Şah İsmayıl Xətai m.,0.6666666666666666,0,1,1078,1210.7810760667903
2,55,5,16,850,Nəriman Nərimanov m.,0.3125,1,1,1211,946.3137902559868
3,80,4,5,850,Şah İsmayıl Xətai m.,0.8,0,1,1078,1210.7810760667903
1,60,6,17,550,Qara Qarayev m.,0.35294117647058826,1,1,322,761.6521739130435
2,65,11,12,699,Yasamal r.,0.9166666666666666,1,1,180,888.6555555555556
2,78,4,25,849,Nəsimi r.,0.16,1,1,739,1119.722598105548
4,100,5,5,600,Neftçilər m.,1.0,0,1,246,652.0853658536586
3,120,15,19,950,Şah İsmayıl Xətai m.,0.7894736842105263,1,1,1078,1210.7810760667903
2,50,5,20,800,20 Yanvar m.,0.25,1,1,620,771.0661290322581
1,60,6,17,550,Qara Qarayev m.,0.35294117647058826,1,1,322,761.6521739130435
1,35,1,3,400,İçəri Şəhər m.,0.3333333333333333,0,1,226,1133.9203539823009
1,45,14,20,700,8 Noyabr m.,0.7,1,1,624,1178.1826923076924
2,60,4,6,400,Masazır q.,0.6666666666666666,0,1,95,389.6421052631579
4,100,5,9,850,Azadlıq Prospekti m.,0.5555555555555556,0,1,280,759.9142857142857
3,105,9,16,750,Memar Əcəmi m.,0.5625,1,1,410,626.4536585365854
2,80,8,8,800,Nəriman Nərimanov m.,1.0,0,1,1211,946.3137902559868
2,50,6,16,750,Yasamal r.,0.375,1,1,180,888.6555555555556
3,90,4,16,950,Nərimanov r.,0.25,1,1,515,1025.102912621359
2,60,6,12,750,İnşaatçılar m.,0.5,1,1,636,727.9591194968554
2,60,7,14,500,Köhnə Günəşli q.,0.5,1,1,10,485.5
3,125,14,17,800,Dərnəgül m.,0.8235294117647058,1,1,158,777.7215189873418
2,50,2,4,600,28 May m.,0.5,0,1,1066,1281.5741088180112
2,60,5,5,600,Memar Əcəmi m.,1.0,0,1,410,626.4536585365854
2,60,1,5,600,Xalqlar Dostluğu m.,0.2,0,1,122,590.8196721311475
2,50,13,16,700,İnşaatçılar m.,0.8125,1,1,636,727.9591194968554
2,77,6,15,849,İnşaatçılar m.,0.4,1,1,636,727.9591194968554
2,90,7,17,600,Əhmədli m.,0.4117647058823529,1,1,217,630.6866359447005
2,58,5,5,500,Memar Əcəmi m.,1.0,0,1,410,626.4536585365854
2,70,7,16,750,Badamdar q.,0.4375,1,1,77,881.1428571428571
2,76,10,20,850,Nəsimi r.,0.5,1,1,739,1119.722598105548
2,80,6,15,900,Nəriman Nərimanov m.,0.4,1,1,1211,946.3137902559868
2,65,4,5,650,20 Yanvar m.,0.8,0,1,620,771.0661290322581
2,80,5,17,750,Dərnəgül m.,0.29411764705882354,1,1,158,777.7215189873418
2,66,15,16,850,Nəriman Nərimanov m.,0.9375,1,1,1211,946.3137902559868
3,80,1,5,599,Xalqlar Dostluğu m.,0.2,0,1,122,590.8196721311475
2,70,16,18,700,Qara Qarayev m.,0.8888888888888888,1,1,322,761.6521739130435
3,85,4,5,650,Azadlıq Prospekti m.,0.8,0,1,280,759.9142857142857
2,75,18,20,850,Nərimanov r.,0.9,1,1,515,1025.102912621359
2,60,5,5,700,Sahil m.,1.0,0,1,278,1223.8021582733813
2,65,7,9,700,Yeni Yasamal q.,0.7777777777777778,0,1,159,671.3647798742138
2,50,11,21,750,20 Yanvar m.,0.5238095238095238,1,1,620,771.0661290322581
2,50,6,7,330,Xırdalan,0.8571428571428571,0,0,334,459.20059880239523
3,65,2,2,700,İçəri Şəhər m.,1.0,0,1,226,1133.9203539823009
2,52,4,5,650,20 Yanvar m.,0.8,0,1,620,771.0661290322581
2,50,6,16,750,Yasamal q.,0.375,1,1,77,736.1168831168832
2,75,9,16,850,Gənclik m.,0.5625,1,1,521,966.3109404990403
3,95,5,5,450,Xırdalan,1.0,0,0,334,459.20059880239523
2,66,15,16,880,Nəriman Nərimanov m.,0.9375,1,1,1211,946.3137902559868
2,68,14,22,999,Nəsimi r.,0.6363636363636364,1,1,739,1119.722598105548
2,50,5,6,600,28 May m.,0.8333333333333334,0,1,1066,1281.5741088180112
3,94,2,9,600,Badamdar q.,0.2222222222222222,0,1,77,881.1428571428571
1,40,2,5,550,Elmlər Akademiyası m.,0.4,0,1,662,1093.358006042296
2,95,14,16,800,Həzi Aslanov m.,0.875,1,1,409,667.4449877750611
3,85,7,9,800,Nizami m.,0.7777777777777778,0,1,752,1187.590425531915
2,75,3,22,800,Şah İsmayıl Xətai m.,0.13636363636363635,1,1,1078,1210.7810760667903
2,65,7,18,550,Azadlıq Prospekti m.,0.3888888888888889,1,1,280,759.9142857142857
2,90,4,14,800,Yasamal q.,0.2857142857142857,1,1,77,736.1168831168832
2,50,5,5,600,Memar Əcəmi m.,1.0,0,1,410,626.4536585365854
2,65,6,15,750,Qara Qarayev m.,0.4,1,1,322,761.6521739130435
2,63,11,18,999,Şah İsmayıl Xətai m.,0.6111111111111112,1,1,1078,1210.7810760667903
2,75,15,18,800,Bayıl q.,0.8333333333333334,1,1,87,1060.057471264368
3,100,1,1,500,28 May m.,1.0,0,1,1066,1281.5741088180112
3,130,5,17,800,İnşaatçılar m.,0.29411764705882354,1,1,636,727.9591194968554
2,50,12,16,700,Gənclik m.,0.75,1,1,521,966.3109404990403
3,104,21,21,700,Yasamal r.,1.0,1,1,180,888.6555555555556
3,90,3,17,900,20 Yanvar m.,0.17647058823529413,1,1,620,771.0661290322581
2,46,6,21,799,20 Yanvar m.,0.2857142857142857,1,1,620,771.0661290322581
2,85,4,10,700,Nizami m.,0.4,0,1,752,1187.590425531915
2,55,16,20,650,20 Yanvar m.,0.8,1,1,620,771.0661290322581
2,70,10,16,800,Dərnəgül m.,0.625,1,1,158,777.7215189873418
2,74,17,21,700,Qara Qarayev m.,0.8095238095238095,1,1,322,761.6521739130435
3,96,15,16,940,Nəriman Nərimanov m.,0.9375,1,1,1211,946.3137902559868
3,75,1,5,600,Nəriman Nərimanov m.,0.2,0,1,1211,946.3137902559868
3,100,15,16,940,Nəriman Nərimanov m.,0.9375,1,1,1211,946.3137902559868
2,70,10,16,760,Dərnəgül m.,0.625,1,1,158,777.7215189873418
2,110,16,17,600,Əhmədli m.,0.9411764705882353,1,1,217,630.6866359447005
3,92,14,18,750,Memar Əcəmi m.,0.7777777777777778,1,1,410,626.4536585365854
2,64,15,16,700,Xətai r.,0.9375,1,1,228,1175.798245614035
2,65,10,16,800,Dərnəgül m.,0.625,1,1,158,777.7215189873418
2,77,11,18,800,Dərnəgül m.,0.6111111111111112,1,1,158,777.7215189873418
2,55,2,5,570,İnşaatçılar m.,0.4,0,1,636,727.9591194968554
3,87,10,16,600,Xırdalan,0.625,1,0,334,459.20059880239523
1,60,6,17,550,Qara Qarayev m.,0.35294117647058826,1,1,322,761.6521739130435
2,70,5,6,750,28 May m.,0.8333333333333334,0,1,1066,1281.5741088180112
3,120,8,17,850,28 May m.,0.47058823529411764,1,1,1066,1281.5741088180112
2,62,10,15,850,Nəriman Nərimanov m.,0.6666666666666666,1,1,1211,946.3137902559868
2,45,3,5,750,Nəsimi r.,0.6,0,1,739,1119.722598105548
2,50,1,5,650,Azadlıq Prospekti m.,0.2,0,1,280,759.9142857142857
2,100,10,17,750,Nizami m.,0.5882352941176471,1,1,752,1187.590425531915
3,95,12,18,250,20 Yanvar m.,0.6666666666666666,1,1,620,771.0661290322581
4,120,2,17,200,Elmlər Akademiyası m.,0.11764705882352941,1,1,662,1093.358006042296
3,145,12,17,800,Nəriman Nərimanov m.,0.7058823529411765,1,1,1211,946.3137902559868
2,100,7,18,850,Şah İsmayıl Xətai m.,0.3888888888888889,1,1,1078,1210.7810760667903
4,80,2,5,950,Nəsimi r.,0.4,0,1,739,1119.722598105548
2,70,11,16,750,Gənclik m.,0.6875,1,1,521,966.3109404990403
3,70,4,5,900,Şah İsmayıl Xətai m.,0.8,0,1,1078,1210.7810760667903
2,62,8,9,750,Nizami m.,0.8888888888888888,0,1,752,1187.590425531915
2,57,6,12,699,İnşaatçılar m.,0.5,1,1,636,727.9591194968554
2,60,5,5,590,Memar Əcəmi m.,1.0,0,1,410,626.4536585365854
1,65,2,7,650,Sea Breeze q.,0.2857142857142857,0,1,44,1097.0
3,70,2,9,799,Neftçilər m.,0.2222222222222222,0,1,246,652.0853658536586
3,112,3,19,700,İnşaatçılar m.,0.15789473684210525,1,1,636,727.9591194968554
4,100,5,5,600,Neftçilər m.,1.0,0,1,246,652.0853658536586
2,62,12,17,650,Əhmədli m.,0.7058823529411765,1,1,217,630.6866359447005
2,50,5,5,600,Memar Əcəmi m.,1.0,0,1,410,626.4536585365854
2,43,14,16,350,Xırdalan,0.875,1,0,334,459.20059880239523
3,95,14,20,700,İnşaatçılar m.,0.7,1,1,636,727.9591194968554
2,47,5,5,600,Nəriman Nərimanov m.,1.0,0,1,1211,946.3137902559868
3,85,16,18,700,7-ci mikrorayon q.,0.8888888888888888,1,1,41,732.4146341463414
2,70,17,18,499,Günəşli q.,0.9444444444444444,1,1,7,504.14285714285717
2,90,6,21,900,Gənclik m.,0.2857142857142857,1,1,521,966.3109404990403
2,60,6,7,900,Şah İsmayıl Xətai m.,0.8571428571428571,0,1,1078,1210.7810760667903
1,63,9,20,799,Nəriman Nərimanov m.,0.45,1,1,1211,946.3137902559868
2,50,4,5,650,Memar Əcəmi m.,0.8,0,1,410,626.4536585365854
2,70,11,16,800,Şah İsmayıl Xətai m.,0.6875,1,1,1078,1210.7810760667903
2,55,5,5,599,Memar Əcəmi m.,1.0,0,1,410,626.4536585365854
2,80,8,8,800,Nizami m.,1.0,0,1,752,1187.590425531915
3,80,1,5,750,Yasamal r.,0.2,0,1,180,888.6555555555556
2,65,6,9,700,Yeni Yasamal q.,0.6666666666666666,0,1,159,671.3647798742138
2,52,2,5,750,Memar Əcəmi m.,0.4,0,1,410,626.4536585365854
3,100,1,4,900,Elmlər Akademiyası m.,0.25,0,1,662,1093.358006042296
2,60,4,5,700,Elmlər Akademiyası m.,0.8,0,1,662,1093.358006042296
2,60,1,2,549,Nizami m.,0.5,0,1,752,1187.590425531915
3,140,14,16,750,Həzi Aslanov q.,0.875,1,1,82,659.3536585365854
