rooms,area_m2,floor_current,floor_total,location,price
2,83,7,32,"Elan №5737805 - Bakı, Nəsimi r., 2 otaqlı, 83 m², 7/32 mərtəbə",2000
2,60,13,16,"Elan №5728142 - Bakı, Nizami m., 2 otaqlı, 60 m², 13/16 mərtəbə",1550
2,80,10,14,"Elan №5232677 - Bakı, 28 May m., 2 otaqlı, 80 m², 10/14 mərtəbə",1700
3,78,12,16,"Elan №5737801 - Bakı, 28 May m., 3 otaqlı, 78 m², 12/16 mərtəbə",1000
3,150,15,18,"Elan №5737797 - Bakı, Gənclik m., 3 otaqlı, 150 m², 15/18 mərtəbə",1000
2,60,7,21,"Elan №5737796 - Bakı, İnşaatçılar m., 2 otaqlı, 60 m², 7/21 mərtəbə",800
3,80,2,5,"Elan №5737795 - Bakı, Binə q., 3 otaqlı, 80 m², 2/5 mərtəbə",350
2,75,2,9,"Elan №5737077 - Bakı, Həzi Aslanov m., 2 otaqlı, 75 m², 2/9 mərtəbə",380
3,110,13,18,"Elan №5730081 - Bakı, 8 Noyabr m., 3 otaqlı, 110 m², 13/18 mərtəbə",1100
3,100,7,14,"Elan №5737786 - Bakı, İnşaatçılar m., 3 otaqlı, 100 m², 7/14 mərtəbə",120
2,50,9,9,"Elan №5737785 - Bakı, Nəsimi m., 2 otaqlı, 50 m², 9/9 mərtəbə",500
3,140,5,6,"Elan №5715757 - Bakı, Ağ şəhər q., 3 otaqlı, 140 m², 5/6 mərtəbə",1200
3,140,16,18,"Elan №5737771 - Bakı, Nizami m., 3 otaqlı, 140 m², 16/18 mərtəbə",1150
2,70,7,16,"Elan №5737495 - Bakı, Nizami m., 2 otaqlı, 70 m², 7/16 mərtəbə",850
3,70,4,5,"Elan №5737764 - Bakı, Nərimanov r., 3 otaqlı, 70 m², 4/5 mərtəbə",600
4,107,11,19,"Elan №5737635 - Bakı, İnşaatçılar m., 4 otaqlı, 107 m², 11/19 mərtəbə",2200
3,75,12,16,"Elan №5737751 - Bakı, 28 May m., 3 otaqlı, 75 m², 12/16 mərtəbə",1000
3,90,9,9,"Elan №5641666 - Bakı, Əhmədli m., 3 otaqlı, 90 m², 9/9 mərtəbə",800
4,200,10,12,"Elan №5661324 - Bakı, Nizami m., 4 otaqlı, 200 m², 10/12 mərtəbə",1500
2,64,14,21,"Elan №5662565 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 64 m², 14/21 mərtəbə",1300
2,85,15,20,"Elan №5662703 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 85 m², 15/20 mərtəbə",1300
3,65,2,2,"Elan №5737745 - Bakı, Xətai r., 3 otaqlı, 65 m², 2/2 mərtəbə",550
2,80,18,20,"Elan №5737744 - Bakı, Nəsimi r., 2 otaqlı, 80 m², 18/20 mərtəbə",800
3,112,10,19,"Elan №1804659 - Bakı, Nizami m., 3 otaqlı, 112 m², 10/19 mərtəbə",1400
3,80,12,17,"Elan №5737738 - Bakı, 28 May m., 3 otaqlı, 80 m², 12/17 mərtəbə",1000
3,65,3,14,"Elan №5737732 - Xırdalan, Xırdalan, 3 otaqlı, 65 m², 3/14 mərtəbə",500
3,120,16,23,"Elan №5737726 - Bakı, İnşaatçılar m., 3 otaqlı, 120 m², 16/23 mərtəbə",800
1,32,1,5,"Elan №5737723 - Bakı, Neftçilər m., 1 otaqlı, 32 m², 1/5 mərtəbə",350
2,77,6,14,"Elan №5737718 - Bakı, Binəqədi r., 2 otaqlı, 77 m², 6/14 mərtəbə",799
3,140,11,18,"Elan №5610107 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 140 m², 11/18 mərtəbə",1200
2,55,15,17,"Elan №5730476 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 55 m², 15/17 mərtəbə",650
2,55,15,17,"Elan №5730472 - Bakı, Gənclik m., 2 otaqlı, 55 m², 15/17 mərtəbə",650
2,45,8,11,"Elan №5737714 - Xırdalan, Xırdalan, 2 otaqlı, 45 m², 8/11 mərtəbə",315
2,65,10,17,"Elan №5706713 - Bakı, Dərnəgül m., 2 otaqlı, 65 m², 10/17 mərtəbə",700
2,90,10,16,"Elan №5737713 - Bakı, Nəsimi m., 2 otaqlı, 90 m², 10/16 mərtəbə",750
2,60,13,20,"Elan №5737711 - Bakı, Nəsimi r., 2 otaqlı, 60 m², 13/20 mərtəbə",700
3,110,10,10,"Elan №4915320 - Bakı, Sahil m., 3 otaqlı, 110 m², 10/10 mərtəbə",1499
4,100,13,20,"Elan №5335698 - Bakı, Nəsimi r., 4 otaqlı, 100 m², 13/20 mərtəbə",900
2,55,4,14,"Elan №5737704 - Bakı, 28 May m., 2 otaqlı, 55 m², 4/14 mərtəbə",900
3,130,11,16,"Elan №5721949 - Bakı, Həzi Aslanov m., 3 otaqlı, 130 m², 11/16 mərtəbə",749
3,75,2,9,"Elan №5737695 - Bakı, Neftçilər m., 3 otaqlı, 75 m², 2/9 mərtəbə",800
3,140,8,17,"Elan №5728642 - Bakı, 28 May m., 3 otaqlı, 140 m², 8/17 mərtəbə",1200
3,85,13,16,"Elan №5737688 - Xırdalan, Xırdalan, 3 otaqlı, 85 m², 13/16 mərtəbə",550
2,45,1,1,"Elan №5737687 - Bakı, Sabunçu q., 2 otaqlı, 45 m², 1/1 mərtəbə",100
1,18,1,5,"Elan №5737671 - Bakı, Gənclik m., 1 otaqlı, 18 m², 1/5 mərtəbə",250
2,96,3,6,"Elan №5680018 - Bakı, Ağ şəhər q., 2 otaqlı, 96 m², 3/6 mərtəbə",2000
3,110,2,18,"Elan №5737670 - Bakı, Nəsimi r., 3 otaqlı, 110 m², 2/18 mərtəbə",1000
3,85,2,9,"Elan №5737669 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 85 m², 2/9 mərtəbə",900
3,75,5,9,"Elan №5716518 - Bakı, Badamdar q., 3 otaqlı, 75 m², 5/9 mərtəbə",750
2,85,4,16,"Elan №5670442 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 85 m², 4/16 mərtəbə",1000
3,156,15,16,"Elan №5737655 - Bakı, Nərimanov r., 3 otaqlı, 156 m², 15/16 mərtəbə",900
2,105,9,18,"Elan №5350907 - Bakı, Sahil m., 2 otaqlı, 105 m², 9/18 mərtəbə",3500
3,80,1,4,"Elan №5737651 - Bakı, 28 May m., 3 otaqlı, 80 m², 1/4 mərtəbə",750
2,50,2,20,"Elan №5735864 - Bakı, Əhmədli m., 2 otaqlı, 50 m², 2/20 mərtəbə",600
3,75,1,12,"Elan №5737648 - Bakı, Bakıxanov q., 3 otaqlı, 75 m², 1/12 mərtəbə",550
2,55,5,5,"Elan №5728814 - Bakı, Gənclik m., 2 otaqlı, 55 m², 5/5 mərtəbə",650
2,92,13,17,"Elan №5737060 - Bakı, Gənclik m., 2 otaqlı, 92 m², 13/17 mərtəbə",1200
2,76,7,27,"Elan №5737647 - Bakı, Xətai r., 2 otaqlı, 76 m², 7/27 mərtəbə",1400
3,145,10,27,"Elan №5662334 - Bakı, 8 Noyabr m., 3 otaqlı, 145 m², 10/27 mərtəbə",1600
3,110,7,8,"Elan №5737642 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 110 m², 7/8 mərtəbə",1200
2,58,3,3,"Elan №5737639 - Bakı, Nərimanov r., 2 otaqlı, 58 m², 3/3 mərtəbə",730
1,33,4,5,"Elan №5737638 - Sumqayıt, Sumqayıt, 1 otaqlı, 33 m², 4/5 mərtəbə",250
3,90,6,9,"Elan №5737637 - Bakı, Dərnəgül m., 3 otaqlı, 90 m², 6/9 mərtəbə",900
2,90,10,17,"Elan №5697517 - Bakı, Nəsimi r., 2 otaqlı, 90 m², 10/17 mərtəbə",750
3,63,6,18,"Elan №5737630 - Bakı, 20 Yanvar m., 3 otaqlı, 63 m², 6/18 mərtəbə",850
2,45,2,5,"Elan №5737627 - Bakı, Memar Əcəmi m., 2 otaqlı, 45 m², 2/5 mərtəbə",500
2,70,9,9,"Elan №5737626 - Bakı, Memar Əcəmi m., 2 otaqlı, 70 m², 9/9 mərtəbə",550
2,76,2,14,"Elan №5737628 - Sumqayıt, Sumqayıt, 2 otaqlı, 76 m², 2/14 mərtəbə",400
2,86,3,5,"Elan №5737623 - Bakı, Memar Əcəmi m., 2 otaqlı, 86 m², 3/5 mərtəbə",140
3,95,5,9,"Elan №5737616 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 95 m², 5/9 mərtəbə",900
2,63,8,16,"Elan №5625305 - Bakı, Dərnəgül m., 2 otaqlı, 63 m², 8/16 mərtəbə",750
2,65,17,24,"Elan №5737619 - Bakı, 20 Yanvar m., 2 otaqlı, 65 m², 17/24 mərtəbə",800
2,61,17,24,"Elan №5737617 - Bakı, İnşaatçılar m., 2 otaqlı, 61 m², 17/24 mərtəbə",800
1,50,5,12,"Elan №5737612 - Bakı, 8 Noyabr m., 1 otaqlı, 50 m², 5/12 mərtəbə",750
3,90,7,16,"Elan №5737607 - Bakı, Nəsimi r., 3 otaqlı, 90 m², 7/16 mərtəbə",750
2,70,10,27,"Elan №5662748 - Bakı, 8 Noyabr m., 2 otaqlı, 70 m², 10/27 mərtəbə",1200
2,45,2,5,"Elan №5725649 - Bakı, Dərnəgül m., 2 otaqlı, 45 m², 2/5 mərtəbə",500
2,80,4,7,"Elan №5703138 - Bakı, Ağ şəhər q., 2 otaqlı, 80 m², 4/7 mərtəbə",1400
2,61,7,9,"Elan №5737602 - Bakı, Elmlər Akademiyası m., 2 otaqlı, 61 m², 7/9 mərtəbə",699
2,90,15,20,"Elan №5727914 - Bakı, Əhmədli q., 2 otaqlı, 90 m², 15/20 mərtəbə",700
2,70,7,9,"Elan №5737596 - Bakı, İnşaatçılar m., 2 otaqlı, 70 m², 7/9 mərtəbə",700
3,160,3,15,"Elan №5737595 - Bakı, Nizami m., 3 otaqlı, 160 m², 3/15 mərtəbə",1800
2,41,1,2,"Elan №5737591 - Bakı, Nizami m., 2 otaqlı, 41 m², 1/2 mərtəbə",499
4,225,9,20,"Elan №5737576 - Bakı, Elmlər Akademiyası m., 4 otaqlı, 225 m², 9/20 mərtəbə",4300
3,120,16,17,"Elan №5694445 - Bakı, Həzi Aslanov m., 3 otaqlı, 120 m², 16/17 mərtəbə",800
2,50,4,9,"Elan №5737572 - Bakı, Əhmədli q., 2 otaqlı, 50 m², 4/9 mərtəbə",450
2,5,17,17,"Elan №5737569 - Bakı, Xətai r., 2 otaqlı, 78.5 m², 17/17 mərtəbə",620
1,43,6,9,"Elan №5732332 - Xırdalan, Xırdalan, 1 otaqlı, 43 m², 6/9 mərtəbə",350
2,86,14,16,"Elan №5661924 - Bakı, Nərimanov r., 2 otaqlı, 86 m², 14/16 mərtəbə",1050
3,95,15,16,"Elan №5548956 - Bakı, Nəsimi m., 3 otaqlı, 95 m², 15/16 mərtəbə",800
2,62,2,9,"Elan №5737566 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 62 m², 2/9 mərtəbə",800
3,148,11,27,"Elan №5737565 - Bakı, 8 Noyabr m., 3 otaqlı, 148 m², 11/27 mərtəbə",2700
2,47,4,5,"Elan №5737562 - Bakı, Xalqlar Dostluğu m., 2 otaqlı, 47 m², 4/5 mərtəbə",600
2,80,12,18,"Elan №5737560 - Bakı, Gənclik m., 2 otaqlı, 80 m², 12/18 mərtəbə",950
3,124,15,17,"Elan №5737553 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 124 m², 15/17 mərtəbə",1100
2,58,3,3,"Elan №5737558 - Bakı, Nərimanov r., 2 otaqlı, 58 m², 3/3 mərtəbə",750
3,112,7,11,"Elan №5737550 - Bakı, İnşaatçılar m., 3 otaqlı, 112 m², 7/11 mərtəbə",820
2,80,4,5,"Elan №5737551 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 80 m², 4/5 mərtəbə",800
5,220,6,6,"Elan №5737548 - Bakı, Ağ şəhər q., 5 otaqlı, 220 m², 6/6 mərtəbə",4500
4,126,8,8,"Elan №5737544 - Bakı, Xətai r., 4 otaqlı, 126 m², 8/8 mərtəbə",3900
4,180,5,16,"Elan №5737542 - Bakı, 28 May m., 4 otaqlı, 180 m², 5/16 mərtəbə",1300
2,65,11,16,"Elan №5737531 - Xırdalan, Xırdalan, 2 otaqlı, 65 m², 11/16 mərtəbə",450
3,70,12,16,"Elan №5737532 - Bakı, 28 May m., 3 otaqlı, 70 m², 12/16 mərtəbə",1000
2,70,7,20,"Elan №5737535 - Bakı, Elmlər Akademiyası m., 2 otaqlı, 70 m², 7/20 mərtəbə",1200
2,80,7,18,"Elan №5737533 - Bakı, İnşaatçılar m., 2 otaqlı, 80 m², 7/18 mərtəbə",700
2,58,3,3,"Elan №5737530 - Bakı, Nərimanov r., 2 otaqlı, 58 m², 3/3 mərtəbə",650
4,135,5,9,"Elan №5737526 - Bakı, Azadlıq Prospekti m., 4 otaqlı, 135 m², 5/9 mərtəbə",750
3,60,2,5,"Elan №5737525 - Bakı, Neftçilər m., 3 otaqlı, 60 m², 2/5 mərtəbə",600
2,90,2,17,"Elan №5737523 - Bakı, 28 May m., 2 otaqlı, 90 m², 2/17 mərtəbə",1300
4,167,2,16,"Elan №5737511 - Bakı, Nəriman Nərimanov m., 4 otaqlı, 167 m², 2/16 mərtəbə",1050
2,65,12,18,"Elan №5735763 - Bakı, Həzi Aslanov m., 2 otaqlı, 65 m², 12/18 mərtəbə",650
2,70,12,18,"Elan №5726211 - Bakı, 28 May m., 2 otaqlı, 70 m², 12/18 mərtəbə",1500
3,180,12,16,"Elan №5729021 - Bakı, Nəsimi m., 3 otaqlı, 180 m², 12/16 mərtəbə",1100
2,52,17,17,"Elan №5737500 - Bakı, Yeni Yasamal q., 2 otaqlı, 52 m², 17/17 mərtəbə",150
2,70,6,20,"Elan №5737499 - Bakı, Ağ şəhər q., 2 otaqlı, 70 m², 6/20 mərtəbə",1400
2,50,7,18,"Elan №5737497 - Bakı, 20 Yanvar m., 2 otaqlı, 50 m², 7/18 mərtəbə",800
1,40,1,5,"Elan №5737491 - Bakı, Elmlər Akademiyası m., 1 otaqlı, 40 m², 1/5 mərtəbə",500
2,80,12,18,"Elan №5737490 - Bakı, Azadlıq Prospekti m., 2 otaqlı, 80 m², 12/18 mərtəbə",700
2,105,5,18,"Elan №5732150 - Bakı, 28 May m., 2 otaqlı, 105 m², 5/18 mərtəbə",1700
3,146,20,30,"Elan №4514608 - Bakı, 8 Noyabr m., 3 otaqlı, 146 m², 20/30 mərtəbə",1400
3,80,9,9,"Elan №5737480 - Bakı, Memar Əcəmi m., 3 otaqlı, 80 m², 9/9 mərtəbə",550
3,111,14,24,"Elan №5737474 - Bakı, 8 Noyabr m., 3 otaqlı, 111 m², 14/24 mərtəbə",1200
2,45,5,8,"Elan №5737473 - Bakı, Masazır q., 2 otaqlı, 45 m², 5/8 mərtəbə",250
3,140,17,17,"Elan №5651336 - Bakı, Nəsimi r., 3 otaqlı, 140 m², 17/17 mərtəbə",2000
2,65,7,9,"Elan №5737469 - Bakı, Elmlər Akademiyası m., 2 otaqlı, 65 m², 7/9 mərtəbə",700
2,40,5,5,"Elan №5704900 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 40 m², 5/5 mərtəbə",500
4,165,7,17,"Elan №4837791 - Bakı, Nizami m., 4 otaqlı, 165 m², 7/17 mərtəbə",1600
2,60,6,9,"Elan №5280342 - Bakı, 8-ci mikrorayon q., 2 otaqlı, 60 m², 6/9 mərtəbə",600
2,110,6,20,"Elan №5727255 - Bakı, Əhmədli m., 2 otaqlı, 110 m², 6/20 mərtəbə",650
1,30,7,20,"Elan №5733024 - Bakı, 20 Yanvar m., 1 otaqlı, 30 m², 7/20 mərtəbə",450
2,55,2,5,"Elan №5737457 - Bakı, Dərnəgül m., 2 otaqlı, 55 m², 2/5 mərtəbə",499
2,55,4,5,"Elan №5609313 - Bakı, 7-ci mikrorayon q., 2 otaqlı, 55 m², 4/5 mərtəbə",600
2,60,4,4,"Elan №5735062 - Bakı, Elmlər Akademiyası m., 2 otaqlı, 60 m², 4/4 mərtəbə",750
3,100,15,18,"Elan №5717607 - Bakı, Elmlər Akademiyası m., 3 otaqlı, 100 m², 15/18 mərtəbə",1300
1,55,16,17,"Elan №5586704 - Bakı, Nərimanov r., 1 otaqlı, 55 m², 16/17 mərtəbə",1000
2,80,4,5,"Elan №5709770 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 80 m², 4/5 mərtəbə",800
2,60,7,9,"Elan №5737441 - Bakı, Elmlər Akademiyası m., 2 otaqlı, 60 m², 7/9 mərtəbə",700
2,88,3,17,"Elan №5737439 - Bakı, Yeni Günəşli q., 2 otaqlı, 88 m², 3/17 mərtəbə",550
2,65,8,20,"Elan №5737437 - Bakı, Həzi Aslanov m., 2 otaqlı, 65 m², 8/20 mərtəbə",649
3,130,5,12,"Elan №5654016 - Bakı, Həzi Aslanov m., 3 otaqlı, 130 m², 5/12 mərtəbə",750
2,5,17,17,"Elan №5737417 - Bakı, Xalqlar Dostluğu m., 2 otaqlı, 78.5 m², 17/17 mərtəbə",600
2,30,2,5,"Elan №5737416 - Bakı, Azadlıq Prospekti m., 2 otaqlı, 30 m², 2/5 mərtəbə",499
3,47,1,3,"Elan №5737411 - Bakı, Bayıl q., 3 otaqlı, 47 m², 1/3 mərtəbə",450
2,77,12,18,"Elan №5590965 - Bakı, Gənclik m., 2 otaqlı, 77 m², 12/18 mərtəbə",1000
3,150,10,16,"Elan №5723373 - Bakı, Bakmil m., 3 otaqlı, 150 m², 10/16 mərtəbə",1000
2,78,17,17,"Elan №5737406 - Bakı, Əhmədli m., 2 otaqlı, 78 m², 17/17 mərtəbə",620
2,50,10,12,"Elan №5737401 - Xırdalan, Xırdalan, 2 otaqlı, 50 m², 10/12 mərtəbə",360
2,80,12,18,"Elan №5716478 - Bakı, Azadlıq Prospekti m., 2 otaqlı, 80 m², 12/18 mərtəbə",670
2,55,2,5,"Elan №5737398 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 55 m², 2/5 mərtəbə",500
3,100,1,3,"Elan №5474192 - Bakı, Buzovna q., 3 otaqlı, 100 m², 1/3 mərtəbə",700
3,140,8,17,"Elan №5737396 - Bakı, Nəsimi m., 3 otaqlı, 140 m², 8/17 mərtəbə",750
2,55,1,2,"Elan №5737395 - Bakı, 28 May m., 2 otaqlı, 55 m², 1/2 mərtəbə",500
2,80,5,9,"Elan №5737393 - Bakı, Ramana q., 2 otaqlı, 80 m², 5/9 mərtəbə",400
2,45,2,5,"Elan №5737385 - Bakı, 6-cı mikrorayon q., 2 otaqlı, 45 m², 2/5 mərtəbə",500
2,80,9,16,"Elan №5737379 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 80 m², 9/16 mərtəbə",1000
2,5,17,17,"Elan №5737377 - Bakı, Xətai r., 2 otaqlı, 78.5 m², 17/17 mərtəbə",620
2,70,2,12,"Elan №5737374 - Sumqayıt, Sumqayıt, 2 otaqlı, 70 m², 2/12 mərtəbə",300
2,65,6,8,"Elan №5737369 - Bakı, Masazır q., 2 otaqlı, 65 m², 6/8 mərtəbə",400
1,40,1,7,"Elan №5737364 - Bakı, Buzovna q., 1 otaqlı, 40 m², 1/7 mərtəbə",500
2,70,2,9,"Elan №5737351 - Bakı, Badamdar q., 2 otaqlı, 70 m², 2/9 mərtəbə",900
2,104,6,14,"Elan №5737349 - Sumqayıt, Sumqayıt, 2 otaqlı, 104 m², 6/14 mərtəbə",650
2,90,7,10,"Elan №5737341 - Bakı, İçəri Şəhər m., 2 otaqlı, 90 m², 7/10 mərtəbə",1300
2,90,13,17,"Elan №5737339 - Bakı, Həzi Aslanov m., 2 otaqlı, 90 m², 13/17 mərtəbə",600
3,100,2,16,"Elan №5718662 - Bakı, Nəsimi r., 3 otaqlı, 100 m², 2/16 mərtəbə",1200
1,32,6,17,"Elan №5663365 - Bakı, Nizami m., 1 otaqlı, 32 m², 6/17 mərtəbə",750
4,100,3,3,"Elan №5676179 - Bakı, İçəri Şəhər m., 4 otaqlı, 100 m², 3/3 mərtəbə",1200
2,65,5,5,"Elan №5726066 - Bakı, Neftçilər m., 2 otaqlı, 65 m², 5/5 mərtəbə",480
2,60,3,7,"Elan №5732301 - Bakı, Sea Breeze q., 2 otaqlı, 60 m², 3/7 mərtəbə",5000
2,40,1,2,"Elan №5737321 - Bakı, 28 May m., 2 otaqlı, 40 m², 1/2 mərtəbə",500
2,80,15,16,"Elan №5737316 - Bakı, Məmmədli q., 2 otaqlı, 80 m², 15/16 mərtəbə",400
2,60,13,19,"Elan №5737315 - Bakı, Bakıxanov q., 2 otaqlı, 60 m², 13/19 mərtəbə",500
2,68,8,16,"Elan №5737312 - Bakı, Elmlər Akademiyası m., 2 otaqlı, 68 m², 8/16 mərtəbə",1400
2,35,1,2,"Elan №5737288 - Bakı, İçəri Şəhər m., 2 otaqlı, 35 m², 1/2 mərtəbə",550
4,100,2,4,"Elan №5737280 - Bakı, Elmlər Akademiyası m., 4 otaqlı, 100 m², 2/4 mərtəbə",200
3,100,8,12,"Elan №5737266 - Bakı, Neftçilər m., 3 otaqlı, 100 m², 8/12 mərtəbə",800
2,60,4,9,"Elan №5737253 - Xırdalan, Xırdalan, 2 otaqlı, 60 m², 4/9 mərtəbə",500
4,150,10,12,"Elan №5737239 - Bakı, 8 Noyabr m., 4 otaqlı, 150 m², 10/12 mərtəbə",1000
3,95,15,17,"Elan №5736257 - Bakı, Memar Əcəmi m., 3 otaqlı, 95 m², 15/17 mərtəbə",1200
2,35,5,5,"Elan №5737224 - Bakı, Memar Əcəmi m., 2 otaqlı, 35 m², 5/5 mərtəbə",500
2,80,2,10,"Elan №5737222 - Bakı, Dərnəgül m., 2 otaqlı, 80 m², 2/10 mərtəbə",850
2,58,3,3,"Elan №5737220 - Bakı, Nərimanov r., 2 otaqlı, 58 m², 3/3 mərtəbə",750
3,90,10,17,"Elan №5656718 - Bakı, 28 May m., 3 otaqlı, 90 m², 10/17 mərtəbə",1100
3,110,6,18,"Elan №5737201 - Bakı, İnşaatçılar m., 3 otaqlı, 110 m², 6/18 mərtəbə",650
2,60,16,17,"Elan №5733207 - Xırdalan, Xırdalan, 2 otaqlı, 60 m², 16/17 mərtəbə",355
3,85,3,9,"Elan №5737189 - Bakı, Yasamal q., 3 otaqlı, 85 m², 3/9 mərtəbə",900
2,90,13,15,"Elan №5737186 - Bakı, Yeni Yasamal q., 2 otaqlı, 90 m², 13/15 mərtəbə",650
3,165,12,17,"Elan №5526269 - Bakı, 8-ci mikrorayon q., 3 otaqlı, 165 m², 12/17 mərtəbə",1500
4,95,1,1,"Elan №5730703 - Bakı, 28 May m., 4 otaqlı, 95 m², 1/1 mərtəbə",599
2,79,17,17,"Elan №5737155 - Bakı, Xalqlar Dostluğu m., 2 otaqlı, 79 m², 17/17 mərtəbə",600
2,55,10,11,"Elan №5737151 - Xırdalan, Xırdalan, 2 otaqlı, 55 m², 10/11 mərtəbə",350
2,65,7,17,"Elan №5737146 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 65 m², 7/17 mərtəbə",750
2,45,2,9,"Elan №5737144 - Bakı, Yeni Günəşli q., 2 otaqlı, 45 m², 2/9 mərtəbə",330
3,100,7,8,"Elan №5737132 - Bakı, Xətai r., 3 otaqlı, 100 m², 7/8 mərtəbə",1900
3,75,5,9,"Elan №5737115 - Bakı, İçəri Şəhər m., 3 otaqlı, 75 m², 5/9 mərtəbə",800
3,60,1,5,"Elan №5737109 - Bakı, Həzi Aslanov m., 3 otaqlı, 60 m², 1/5 mərtəbə",550
2,80,3,3,"Elan №5737106 - Bakı, Böyükşor q., 2 otaqlı, 80 m², 3/3 mərtəbə",200
2,80,3,3,"Elan №5719615 - Bakı, Dərnəgül m., 2 otaqlı, 80 m², 3/3 mərtəbə",300
3,55,2,5,"Elan №5711711 - Bakı, Memar Əcəmi m., 3 otaqlı, 55 m², 2/5 mərtəbə",170
2,48,1,5,"Elan №5737088 - Bakı, Memar Əcəmi m., 2 otaqlı, 48 m², 1/5 mərtəbə",400
2,80,8,15,"Elan №5736092 - Xırdalan, Xırdalan, 2 otaqlı, 80 m², 8/15 mərtəbə",450
3,75,1,3,"Elan №5737076 - Bakı, Nərimanov r., 3 otaqlı, 75 m², 1/3 mərtəbə",690
3,85,10,18,"Elan №5737057 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 85 m², 10/18 mərtəbə",950
2,61,11,20,"Elan №5737052 - Bakı, 20 Yanvar m., 2 otaqlı, 61 m², 11/20 mərtəbə",800
3,135,5,16,"Elan №5737040 - Bakı, Dərnəgül m., 3 otaqlı, 135 m², 5/16 mərtəbə",1100
3,75,5,9,"Elan №5737037 - Bakı, Memar Əcəmi m., 3 otaqlı, 75 m², 5/9 mərtəbə",850
4,160,6,16,"Elan №5737035 - Bakı, Nəsimi r., 4 otaqlı, 160 m², 6/16 mərtəbə",1800
3,114,4,15,"Elan №5737012 - Bakı, Gənclik m., 3 otaqlı, 114 m², 4/15 mərtəbə",1250
2,65,17,24,"Elan №5737007 - Bakı, 20 Yanvar m., 2 otaqlı, 65 m², 17/24 mərtəbə",800
2,80,8,15,"Elan №5729527 - Bakı, Nəsimi r., 2 otaqlı, 80 m², 8/15 mərtəbə",1100
2,65,17,24,"Elan №5736996 - Bakı, İnşaatçılar m., 2 otaqlı, 65 m², 17/24 mərtəbə",800
4,170,6,14,"Elan №5736993 - Bakı, İnşaatçılar m., 4 otaqlı, 170 m², 6/14 mərtəbə",1000
3,120,18,20,"Elan №5736987 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 120 m², 18/20 mərtəbə",1000
3,80,5,9,"Elan №5736981 - Bakı, 8-ci mikrorayon q., 3 otaqlı, 80 m², 5/9 mərtəbə",580
3,75,3,5,"Elan №5736974 - Bakı, Gənclik m., 3 otaqlı, 75 m², 3/5 mərtəbə",750
2,60,12,12,"Elan №5691459 - Bakı, 20 Yanvar m., 2 otaqlı, 60 m², 12/12 mərtəbə",150
2,30,2,5,"Elan №5736971 - Bakı, Dərnəgül m., 2 otaqlı, 30 m², 2/5 mərtəbə",500
1,45,7,9,"Elan №5736702 - Bakı, Əhmədli m., 1 otaqlı, 45 m², 7/9 mərtəbə",350
2,60,3,5,"Elan №5736964 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 60 m², 3/5 mərtəbə",650
3,115,10,14,"Elan №5693977 - Bakı, Dərnəgül m., 3 otaqlı, 115 m², 10/14 mərtəbə",1000
2,65,5,17,"Elan №5736956 - Bakı, Nərimanov r., 2 otaqlı, 65 m², 5/17 mərtəbə",700
3,120,13,16,"Elan №5736952 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 120 m², 13/16 mərtəbə",1500
2,70,2,14,"Elan №5732762 - Bakı, İnşaatçılar m., 2 otaqlı, 70 m², 2/14 mərtəbə",500
3,60,1,3,"Elan №5736940 - Bakı, İçəri Şəhər m., 3 otaqlı, 60 m², 1/3 mərtəbə",600
3,85,17,17,"Elan №5736944 - Bakı, Həzi Aslanov m., 3 otaqlı, 85 m², 17/17 mərtəbə",650
2,70,3,5,"Elan №5736943 - Bakı, Gənclik m., 2 otaqlı, 70 m², 3/5 mərtəbə",800
2,82,17,19,"Elan №5724233 - Bakı, Memar Əcəmi m., 2 otaqlı, 82 m², 17/19 mərtəbə",700
3,60,5,9,"Elan №5736936 - Bakı, İnşaatçılar m., 3 otaqlı, 60 m², 5/9 mərtəbə",150
2,65,6,16,"Elan №5661836 - Bakı, Ağ şəhər q., 2 otaqlı, 65 m², 6/16 mərtəbə",2000
3,170,7,8,"Elan №5736933 - Bakı, Nizami m., 3 otaqlı, 170 m², 7/8 mərtəbə",1500
