rooms,area_m2,floor_current,floor_total,location,price
3,110,5,5,"Elan №5763479 - Bakı, Binəqədi r., 3 otaqlı, 110 m², 5/5 mərtəbə",599
2,95,10,21,"Elan №5763473 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 95 m², 10/21 mərtəbə",798
2,70,5,9,"Elan №5763457 - Bakı, Gənclik m., 2 otaqlı, 70 m², 5/9 mərtəbə",700
1,60,6,17,"Elan №5756036 - Bakı, Qara Qarayev m., 1 otaqlı, 60 m², 6/17 mərtəbə",550
2,80,2,9,"Elan №5761173 - Bakı, Nizami m., 2 otaqlı, 80 m², 2/9 mərtəbə",800
2,40,1,4,"Elan №5763452 - Bakı, Sahil m., 2 otaqlı, 40 m², 1/4 mərtəbə",600
2,100,14,17,"Elan №5681128 - Bakı, Həzi Aslanov m., 2 otaqlı, 100 m², 14/17 mərtəbə",700
3,70,7,7,"Elan №5763451 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 70 m², 7/7 mərtəbə",700
2,60,15,20,"Elan №5763449 - Bakı, 20 Yanvar m., 2 otaqlı, 60 m², 15/20 mərtəbə",700
4,120,9,9,"Elan №5763442 - Bakı, Memar Əcəmi m., 4 otaqlı, 120 m², 9/9 mərtəbə",750
3,100,4,12,"Elan №5746547 - Bakı, Nərimanov r., 3 otaqlı, 100 m², 4/12 mərtəbə",990
2,85,21,24,"Elan №5763443 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 85 m², 21/24 mərtəbə",899
2,55,6,16,"Elan №5762579 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 55 m², 6/16 mərtəbə",749
2,60,17,18,"Elan №5763439 - Bakı, 20 Yanvar m., 2 otaqlı, 60 m², 17/18 mərtəbə",750
2,60,2,9,"Elan №5763436 - Bakı, Əhmədli m., 2 otaqlı, 60 m², 2/9 mərtəbə",550
2,65,2,5,"Elan №5763434 - Bakı, Neftçilər m., 2 otaqlı, 65 m², 2/5 mərtəbə",600
2,65,13,16,"Elan №5763430 - Bakı, Xalqlar Dostluğu m., 2 otaqlı, 65 m², 13/16 mərtəbə",500
2,60,4,5,"Elan №5754642 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 60 m², 4/5 mərtəbə",800
2,90,4,14,"Elan №5756897 - Bakı, 20 Yanvar m., 2 otaqlı, 90 m², 4/14 mərtəbə",750
2,55,17,17,"Elan №5763396 - Bakı, Həzi Aslanov m., 2 otaqlı, 55 m², 17/17 mərtəbə",700
2,60,2,2,"Elan №5758060 - Bakı, Kubinka q., 2 otaqlı, 60 m², 2/2 mərtəbə",650
2,52,18,20,"Elan №5763399 - Bakı, 20 Yanvar m., 2 otaqlı, 52 m², 18/20 mərtəbə",670
2,75,8,18,"Elan №5763398 - Bakı, 6-cı mikrorayon q., 2 otaqlı, 75 m², 8/18 mərtəbə",750
2,55,14,20,"Elan №5754654 - Bakı, Xətai r., 2 otaqlı, 55 m², 14/20 mərtəbə",700
2,76,21,24,"Elan №5763395 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 76 m², 21/24 mərtəbə",900
2,100,7,19,"Elan №5762164 - Bakı, 20 Yanvar m., 2 otaqlı, 100 m², 7/19 mərtəbə",700
3,65,4,5,"Elan №5763393 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 65 m², 4/5 mərtəbə",800
3,120,5,16,"Elan №5763389 - Bakı, Əhmədli m., 3 otaqlı, 120 m², 5/16 mərtəbə",850
2,65,5,17,"Elan №5733659 - Bakı, Nəsimi r., 2 otaqlı, 65 m², 5/17 mərtəbə",800
2,56,6,16,"Elan №5763280 - Bakı, Nizami m., 2 otaqlı, 56 m², 6/16 mərtəbə",810
3,85,2,9,"Elan №5763383 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 85 m², 2/9 mərtəbə",850
2,53,17,17,"Elan №5763380 - Bakı, Həzi Aslanov m., 2 otaqlı, 53 m², 17/17 mərtəbə",700
2,80,5,18,"Elan №5763379 - Bakı, Dərnəgül m., 2 otaqlı, 80 m², 5/18 mərtəbə",699
2,77,10,14,"Elan №5730872 - Sumqayıt, Sumqayıt, 2 otaqlı, 77 m², 10/14 mərtəbə",450
2,86,9,14,"Elan №5755252 - Bakı, Nizami m., 2 otaqlı, 86 m², 9/14 mərtəbə",900
2,65,7,9,"Elan №5758932 - Bakı, Memar Əcəmi m., 2 otaqlı, 65 m², 7/9 mərtəbə",599
2,72,18,20,"Elan №5700038 - Bakı, Xətai r., 2 otaqlı, 72 m², 18/20 mərtəbə",900
3,70,4,5,"Elan №5762751 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 70 m², 4/5 mərtəbə",850
2,70,11,16,"Elan №5763370 - Bakı, Nizami m., 2 otaqlı, 70 m², 11/16 mərtəbə",850
3,110,16,17,"Elan №5763371 - Bakı, Elmlər Akademiyası m., 3 otaqlı, 110 m², 16/17 mərtəbə",850
3,80,11,18,"Elan №5756490 - Bakı, 20 Yanvar m., 3 otaqlı, 80 m², 11/18 mərtəbə",850
3,94,8,14,"Elan №5763367 - Sumqayıt, Sumqayıt, 3 otaqlı, 94 m², 8/14 mərtəbə",600
3,90,5,16,"Elan №5606526 - Bakı, 20 Yanvar m., 3 otaqlı, 90 m², 5/16 mərtəbə",800
2,65,5,18,"Elan №5761988 - Bakı, Avtovağzal m., 2 otaqlı, 65 m², 5/18 mərtəbə",530
2,65,9,20,"Elan №5761503 - Bakı, 20 Yanvar m., 2 otaqlı, 65 m², 9/20 mərtəbə",699
2,60,3,13,"Elan №5756905 - Sumqayıt, Sumqayıt, 2 otaqlı, 60 m², 3/13 mərtəbə",450
2,65,11,19,"Elan №5309612 - Bakı, 20 Yanvar m., 2 otaqlı, 65 m², 11/19 mərtəbə",650
2,55,16,20,"Elan №5757238 - Bakı, 20 Yanvar m., 2 otaqlı, 55 m², 16/20 mərtəbə",650
3,80,6,9,"Elan №5763362 - Bakı, Massiv D q., 3 otaqlı, 80 m², 6/9 mərtəbə",520
2,70,9,16,"Elan №5763358 - Bakı, Nərimanov r., 2 otaqlı, 70 m², 9/16 mərtəbə",999
2,65,2,5,"Elan №5763354 - Bakı, Nəsimi r., 2 otaqlı, 65 m², 2/5 mərtəbə",700
2,70,18,20,"Elan №5761012 - Bakı, 8 Noyabr m., 2 otaqlı, 70 m², 18/20 mərtəbə",750
2,72,5,10,"Elan №5763343 - Bakı, Binəqədi r., 2 otaqlı, 72 m², 5/10 mərtəbə",850
3,130,15,18,"Elan №4716782 - Bakı, 28 May m., 3 otaqlı, 130 m², 15/18 mərtəbə",800
2,40,3,5,"Elan №5763340 - Bakı, 28 May m., 2 otaqlı, 40 m², 3/5 mərtəbə",600
2,66,10,17,"Elan №5655190 - Bakı, 8-ci kilometr q., 2 otaqlı, 66 m², 10/17 mərtəbə",750
2,75,4,12,"Elan №5720159 - Bakı, Yeni Yasamal q., 2 otaqlı, 75 m², 4/12 mərtəbə",600
2,40,5,5,"Elan №5763336 - Bakı, Neftçilər m., 2 otaqlı, 40 m², 5/5 mərtəbə",500
2,55,1,5,"Elan №5763334 - Bakı, Nəsimi m., 2 otaqlı, 55 m², 1/5 mərtəbə",650
2,50,5,5,"Elan №5763331 - Bakı, Qara Qarayev m., 2 otaqlı, 50 m², 5/5 mərtəbə",499
1,35,10,18,"Elan №5755982 - Bakı, 20 Yanvar m., 1 otaqlı, 35 m², 10/18 mərtəbə",500
3,75,5,16,"Elan №5763319 - Bakı, İnşaatçılar m., 3 otaqlı, 75 m², 5/16 mərtəbə",920
2,90,10,21,"Elan №5726945 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 90 m², 10/21 mərtəbə",800
3,64,6,9,"Elan №5763318 - Bakı, Yeni Günəşli q., 3 otaqlı, 64 m², 6/9 mərtəbə",520
2,50,2,5,"Elan №5763312 - Bakı, Elmlər Akademiyası m., 2 otaqlı, 50 m², 2/5 mərtəbə",500
2,31,3,5,"Elan №5763307 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 31 m², 3/5 mərtəbə",600
1,40,7,22,"Elan №5763304 - Bakı, 20 Yanvar m., 1 otaqlı, 40 m², 7/22 mərtəbə",550
3,65,4,5,"Elan №5763305 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 65 m², 4/5 mərtəbə",850
2,40,5,5,"Elan №5763301 - Bakı, Qara Qarayev m., 2 otaqlı, 40 m², 5/5 mərtəbə",500
2,60,2,9,"Elan №5763294 - Bakı, Əhmədli m., 2 otaqlı, 60 m², 2/9 mərtəbə",550
2,60,5,5,"Elan №5763291 - Bakı, Memar Əcəmi m., 2 otaqlı, 60 m², 5/5 mərtəbə",500
3,130,14,20,"Elan №5763285 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 130 m², 14/20 mərtəbə",749
2,65,5,9,"Elan №5759396 - Bakı, Həzi Aslanov m., 2 otaqlı, 65 m², 5/9 mərtəbə",600
2,60,1,9,"Elan №5758227 - Bakı, Həzi Aslanov m., 2 otaqlı, 60 m², 1/9 mərtəbə",549
2,60,15,20,"Elan №5763282 - Bakı, 20 Yanvar m., 2 otaqlı, 60 m², 15/20 mərtəbə",700
2,75,4,5,"Elan №5756664 - Bakı, 28 May m., 2 otaqlı, 75 m², 4/5 mərtəbə",800
2,60,5,14,"Elan №5763277 - Xırdalan, Xırdalan, 2 otaqlı, 60 m², 5/14 mərtəbə",450
3,110,15,16,"Elan №5759358 - Bakı, 20 Yanvar m., 3 otaqlı, 110 m², 15/16 mərtəbə",700
2,65,10,18,"Elan №5763275 - Bakı, Elmlər Akademiyası m., 2 otaqlı, 65 m², 10/18 mərtəbə",750
2,70,10,17,"Elan №5763268 - Bakı, Neftçilər m., 2 otaqlı, 70 m², 10/17 mərtəbə",750
2,65,2,5,"Elan №5763261 - Bakı, Neftçilər m., 2 otaqlı, 65 m², 2/5 mərtəbə",600
2,55,7,10,"Elan №5763252 - Bakı, Nərimanov r., 2 otaqlı, 55 m², 7/10 mərtəbə",700
3,55,3,5,"Elan №5760105 - Bakı, 28 May m., 3 otaqlı, 55 m², 3/5 mərtəbə",700
2,56,5,5,"Elan №5763244 - Bakı, Sahil m., 2 otaqlı, 56 m², 5/5 mərtəbə",700
2,48,5,5,"Elan №5763238 - Bakı, Neftçilər m., 2 otaqlı, 48 m², 5/5 mərtəbə",500
3,60,5,9,"Elan №5763231 - Bakı, Yeni Yasamal q., 3 otaqlı, 60 m², 5/9 mərtəbə",150
2,40,5,7,"Elan №5762770 - Bakı, Masazır q., 2 otaqlı, 40 m², 5/7 mərtəbə",350
1,40,4,4,"Elan №5763226 - Xırdalan, Xırdalan, 1 otaqlı, 40 m², 4/4 mərtəbə",350
3,140,10,16,"Elan №5763227 - Bakı, Həzi Aslanov q., 3 otaqlı, 140 m², 10/16 mərtəbə",750
3,100,2,3,"Elan №5731151 - Bakı, Sahil m., 3 otaqlı, 100 m², 2/3 mərtəbə",900
2,45,5,18,"Elan №5707091 - Xırdalan, Xırdalan, 2 otaqlı, 45 m², 5/18 mərtəbə",380
2,85,2,12,"Elan №5763213 - Xırdalan, Xırdalan, 2 otaqlı, 85 m², 2/12 mərtəbə",500
1,45,2,15,"Elan №5763207 - Bakı, Memar Əcəmi m., 1 otaqlı, 45 m², 2/15 mərtəbə",450
2,50,17,17,"Elan №5763199 - Bakı, Azadlıq Prospekti m., 2 otaqlı, 50 m², 17/17 mərtəbə",600
3,64,6,9,"Elan №5763193 - Bakı, Yeni Günəşli q., 3 otaqlı, 64 m², 6/9 mərtəbə",520
3,80,12,21,"Elan №5763182 - Bakı, Əhmədli q., 3 otaqlı, 80 m², 12/21 mərtəbə",800
1,29,16,16,"Elan №5763179 - Bakı, İnşaatçılar m., 1 otaqlı, 29 m², 16/16 mərtəbə",450
2,95,15,20,"Elan №5760119 - Bakı, İnşaatçılar m., 2 otaqlı, 95 m², 15/20 mərtəbə",700
2,72,16,16,"Elan №5763176 - Bakı, 9-cu mikrorayon q., 2 otaqlı, 72 m², 16/16 mərtəbə",580
2,45,4,5,"Elan №5762548 - Bakı, Nizami m., 2 otaqlı, 45 m², 4/5 mərtəbə",700
2,60,10,17,"Elan №5763164 - Bakı, 8-ci kilometr q., 2 otaqlı, 60 m², 10/17 mərtəbə",750
3,100,7,8,"Elan №5763075 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 100 m², 7/8 mərtəbə",850
2,65,10,16,"Elan №5724623 - Bakı, Dərnəgül m., 2 otaqlı, 65 m², 10/16 mərtəbə",750
2,90,3,16,"Elan №5613757 - Bakı, Nərimanov r., 2 otaqlı, 90 m², 3/16 mərtəbə",800
2,60,17,19,"Elan №5761858 - Bakı, İnşaatçılar m., 2 otaqlı, 60 m², 17/19 mərtəbə",700
2,40,5,5,"Elan №5763146 - Bakı, Qara Qarayev m., 2 otaqlı, 40 m², 5/5 mərtəbə",500
3,88,14,14,"Elan №5755792 - Sumqayıt, Sumqayıt, 3 otaqlı, 88 m², 14/14 mərtəbə",500
3,150,10,17,"Elan №5763134 - Bakı, Xətai r., 3 otaqlı, 150 m², 10/17 mərtəbə",750
3,70,2,5,"Elan №5763129 - Bakı, Suraxanı q., 3 otaqlı, 70 m², 2/5 mərtəbə",470
2,60,2,17,"Elan №5763122 - Bakı, 9-cu mikrorayon q., 2 otaqlı, 60 m², 2/17 mərtəbə",550
3,80,9,9,"Elan №5763108 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 80 m², 9/9 mərtəbə",150
2,53,17,17,"Elan №5763107 - Bakı, Həzi Aslanov m., 2 otaqlı, 53 m², 17/17 mərtəbə",700
3,100,5,5,"Elan №5763093 - Bakı, İçəri Şəhər m., 3 otaqlı, 100 m², 5/5 mərtəbə",163
3,135,3,12,"Elan №5763081 - Bakı, Neftçilər m., 3 otaqlı, 135 m², 3/12 mərtəbə",850
3,102,14,17,"Elan №5763073 - Bakı, Xalqlar Dostluğu m., 3 otaqlı, 102 m², 14/17 mərtəbə",800
3,115,10,16,"Elan №5763060 - Bakı, Xətai r., 3 otaqlı, 115 m², 10/16 mərtəbə",750
1,45,3,9,"Elan №5758176 - Bakı, Əhmədli m., 1 otaqlı, 45 m², 3/9 mərtəbə",350
2,60,16,16,"Elan №5757429 - Bakı, Yeni Günəşli q., 2 otaqlı, 60 m², 16/16 mərtəbə",500
4,110,7,15,"Elan №5763054 - Sumqayıt, Sumqayıt, 4 otaqlı, 110 m², 7/15 mərtəbə",450
2,65,7,10,"Elan №5763045 - Bakı, Gənclik m., 2 otaqlı, 65 m², 7/10 mərtəbə",750
2,60,2,9,"Elan №5763038 - Bakı, Əhmədli m., 2 otaqlı, 60 m², 2/9 mərtəbə",550
2,60,4,5,"Elan №5763026 - Xırdalan, Xırdalan, 2 otaqlı, 60 m², 4/5 mərtəbə",400
1,48,15,16,"Elan №5763023 - Bakı, Sabunçu q., 1 otaqlı, 48 m², 15/16 mərtəbə",350
2,65,2,5,"Elan №5763019 - Bakı, Neftçilər m., 2 otaqlı, 65 m², 2/5 mərtəbə",600
2,50,11,15,"Elan №5763018 - Bakı, Elmlər Akademiyası m., 2 otaqlı, 50 m², 11/15 mərtəbə",800
3,70,5,5,"Elan №5763016 - Bakı, Qara Qarayev m., 3 otaqlı, 70 m², 5/5 mərtəbə",700
3,140,10,16,"Elan №5763014 - Bakı, Xətai r., 3 otaqlı, 140 m², 10/16 mərtəbə",750
3,100,8,12,"Elan №5762985 - Bakı, Neftçilər m., 3 otaqlı, 100 m², 8/12 mərtəbə",750
2,95,15,20,"Elan №5726355 - Bakı, Həzi Aslanov m., 2 otaqlı, 95 m², 15/20 mərtəbə",649
2,55,5,20,"Elan №5758094 - Bakı, 20 Yanvar m., 2 otaqlı, 55 m², 5/20 mərtəbə",699
2,100,2,14,"Elan №5762983 - Bakı, İnşaatçılar m., 2 otaqlı, 100 m², 2/14 mərtəbə",749
2,65,6,9,"Elan №5756397 - Bakı, Əhmədli m., 2 otaqlı, 65 m², 6/9 mərtəbə",649
3,150,10,16,"Elan №5762981 - Bakı, Xətai r., 3 otaqlı, 150 m², 10/16 mərtəbə",750
2,96,12,20,"Elan №5762978 - Bakı, Həzi Aslanov m., 2 otaqlı, 96 m², 12/20 mərtəbə",650
2,60,15,20,"Elan №5762974 - Bakı, 20 Yanvar m., 2 otaqlı, 60 m², 15/20 mərtəbə",750
1,42,8,18,"Elan №5578263 - Bakı, 28 May m., 1 otaqlı, 42 m², 8/18 mərtəbə",600
2,80,8,11,"Elan №5762973 - Bakı, Xalqlar Dostluğu m., 2 otaqlı, 80 m², 8/11 mərtəbə",700
3,145,4,16,"Elan №5762960 - Bakı, Nərimanov r., 3 otaqlı, 145 m², 4/16 mərtəbə",900
2,60,15,20,"Elan №5762957 - Bakı, 20 Yanvar m., 2 otaqlı, 60 m², 15/20 mərtəbə",700
3,140,10,16,"Elan №5762954 - Bakı, Həzi Aslanov q., 3 otaqlı, 140 m², 10/16 mərtəbə",750
2,105,3,18,"Elan №5762933 - Bakı, Gənclik m., 2 otaqlı, 105 m², 3/18 mərtəbə",800
2,60,15,20,"Elan №5762931 - Bakı, 20 Yanvar m., 2 otaqlı, 60 m², 15/20 mərtəbə",750
2,54,3,15,"Elan №5758004 - Bakı, 28 May m., 2 otaqlı, 54 m², 3/15 mərtəbə",800
3,50,7,9,"Elan №5762923 - Bakı, Xətai r., 3 otaqlı, 50 m², 7/9 mərtəbə",150
2,60,8,16,"Elan №5762918 - Bakı, Nizami m., 2 otaqlı, 60 m², 8/16 mərtəbə",760
2,56,4,10,"Elan №5760514 - Xırdalan, Xırdalan, 2 otaqlı, 56 m², 4/10 mərtəbə",450
3,65,5,5,"Elan №5762913 - Bakı, Qara Qarayev m., 3 otaqlı, 65 m², 5/5 mərtəbə",700
3,60,4,19,"Elan №5702671 - Bakı, İnşaatçılar m., 3 otaqlı, 60 m², 4/19 mərtəbə",650
2,90,3,17,"Elan №5762907 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 90 m², 3/17 mərtəbə",800
2,65,2,5,"Elan №5762903 - Bakı, Neftçilər m., 2 otaqlı, 65 m², 2/5 mərtəbə",600
2,85,5,16,"Elan №5755387 - Bakı, Nizami r., 2 otaqlı, 85 m², 5/16 mərtəbə",650
3,65,1,12,"Elan №5762888 - Bakı, Xətai r., 3 otaqlı, 65 m², 1/12 mərtəbə",600
2,60,10,17,"Elan №5760629 - Bakı, Dərnəgül m., 2 otaqlı, 60 m², 10/17 mərtəbə",750
2,95,6,20,"Elan №5759520 - Bakı, Nəsimi r., 2 otaqlı, 95 m², 6/20 mərtəbə",900
3,80,11,18,"Elan №5762879 - Bakı, 20 Yanvar m., 3 otaqlı, 80 m², 11/18 mərtəbə",900
2,40,5,5,"Elan №5762870 - Bakı, Memar Əcəmi m., 2 otaqlı, 40 m², 5/5 mərtəbə",450
3,70,1,6,"Elan №5762871 - Xırdalan, Xırdalan, 3 otaqlı, 70 m², 1/6 mərtəbə",450
2,50,1,1,"Elan №5433615 - Bakı, İçəri Şəhər m., 2 otaqlı, 50 m², 1/1 mərtəbə",750
3,46,7,9,"Elan №5726629 - Bakı, Xalqlar Dostluğu m., 3 otaqlı, 46 m², 7/9 mərtəbə",150
3,100,10,18,"Elan №5732147 - Bakı, Memar Əcəmi m., 3 otaqlı, 100 m², 10/18 mərtəbə",850
1,34,5,5,"Elan №5757245 - Bakı, Memar Əcəmi m., 1 otaqlı, 34 m², 5/5 mərtəbə",450
2,80,8,18,"Elan №5762863 - Bakı, Nəsimi r., 2 otaqlı, 80 m², 8/18 mərtəbə",950
2,65,7,9,"Elan №5762859 - Bakı, Memar Əcəmi m., 2 otaqlı, 65 m², 7/9 mərtəbə",600
2,90,4,14,"Elan №5762858 - Bakı, İnşaatçılar m., 2 otaqlı, 90 m², 4/14 mərtəbə",750
4,86,8,10,"Elan №5762856 - Bakı, Xalqlar Dostluğu m., 4 otaqlı, 86 m², 8/10 mərtəbə",650
2,77,8,12,"Elan №5762853 - Bakı, Yeni Yasamal q., 2 otaqlı, 77 m², 8/12 mərtəbə",750
2,77,5,16,"Elan №5762848 - Bakı, İnşaatçılar m., 2 otaqlı, 77 m², 5/16 mərtəbə",650
2,65,8,16,"Elan №5762847 - Bakı, Həzi Aslanov m., 2 otaqlı, 65 m², 8/16 mərtəbə",700
3,65,5,5,"Elan №5761500 - Bakı, Qara Qarayev m., 3 otaqlı, 65 m², 5/5 mərtəbə",700
4,110,1,9,"Elan №5762839 - Bakı, Həzi Aslanov m., 4 otaqlı, 110 m², 1/9 mərtəbə",600
2,60,8,9,"Elan №5762837 - Bakı, Yeni Günəşli q., 2 otaqlı, 60 m², 8/9 mərtəbə",300
2,65,8,17,"Elan №5762835 - Bakı, 20 Yanvar m., 2 otaqlı, 65 m², 8/17 mərtəbə",990
2,80,4,16,"Elan №5762834 - Bakı, Binəqədi r., 2 otaqlı, 80 m², 4/16 mərtəbə",640
3,70,2,6,"Elan №5762832 - Bakı, Gənclik m., 3 otaqlı, 70 m², 2/6 mərtəbə",900
2,80,12,18,"Elan №5659807 - Bakı, Azadlıq Prospekti m., 2 otaqlı, 80 m², 12/18 mərtəbə",700
1,27,2,5,"Elan №5762818 - Bakı, Nəriman Nərimanov m., 1 otaqlı, 27 m², 2/5 mərtəbə",350
3,70,2,6,"Elan №5762812 - Bakı, Gənclik m., 3 otaqlı, 70 m², 2/6 mərtəbə",900
3,70,5,5,"Elan №5762810 - Bakı, İnşaatçılar m., 3 otaqlı, 70 m², 5/5 mərtəbə",650
3,70,4,5,"Elan №5762809 - Bakı, Memar Əcəmi m., 3 otaqlı, 70 m², 4/5 mərtəbə",450
2,45,5,5,"Elan №5762806 - Xırdalan, Xırdalan, 2 otaqlı, 45 m², 5/5 mərtəbə",400
2,74,7,20,"Elan №5762801 - Bakı, Həzi Aslanov q., 2 otaqlı, 74 m², 7/20 mərtəbə",900
2,90,6,20,"Elan №5760068 - Bakı, Nəsimi r., 2 otaqlı, 90 m², 6/20 mərtəbə",950
2,70,5,18,"Elan №5762797 - Bakı, Dərnəgül m., 2 otaqlı, 70 m², 5/18 mərtəbə",700
3,80,1,5,"Elan №5762796 - Bakı, Xalqlar Dostluğu m., 3 otaqlı, 80 m², 1/5 mərtəbə",600
2,105,16,17,"Elan №5744232 - Bakı, Qara Qarayev m., 2 otaqlı, 105 m², 16/17 mərtəbə",799
2,58,6,15,"Elan №5762785 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 58 m², 6/15 mərtəbə",748
3,65,4,15,"Elan №5762781 - Xırdalan, Xırdalan, 3 otaqlı, 65 m², 4/15 mərtəbə",500
2,102,16,16,"Elan №5762752 - Bakı, Qara Qarayev m., 2 otaqlı, 102 m², 16/16 mərtəbə",800
2,55,2,5,"Elan №5762731 - Bakı, Neftçilər m., 2 otaqlı, 55 m², 2/5 mərtəbə",600
2,50,5,5,"Elan №5762768 - Bakı, Memar Əcəmi m., 2 otaqlı, 50 m², 5/5 mərtəbə",530
3,110,16,17,"Elan №5762765 - Bakı, Elmlər Akademiyası m., 3 otaqlı, 110 m², 16/17 mərtəbə",850
2,60,2,5,"Elan №5762758 - Bakı, Qara Qarayev m., 2 otaqlı, 60 m², 2/5 mərtəbə",500
1,35,1,1,"Elan №5756128 - Bakı, Elmlər Akademiyası m., 1 otaqlı, 35 m², 1/1 mərtəbə",450
3,96,15,16,"Elan №5762744 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 96 m², 15/16 mərtəbə",940
3,89,9,15,"Elan №5762748 - Bakı, Nərimanov r., 3 otaqlı, 89 m², 9/15 mərtəbə",850
2,70,2,14,"Elan №5762734 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 70 m², 2/14 mərtəbə",700
2,60,6,17,"Elan №5762730 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 60 m², 6/17 mərtəbə",747
2,65,2,5,"Elan №5762727 - Bakı, Qara Qarayev m., 2 otaqlı, 65 m², 2/5 mərtəbə",550
2,55,6,16,"Elan №5762714 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 55 m², 6/16 mərtəbə",750
2,80,11,17,"Elan №5762720 - Bakı, Həzi Aslanov m., 2 otaqlı, 80 m², 11/17 mərtəbə",650
3,110,16,16,"Elan №5762722 - Bakı, Elmlər Akademiyası m., 3 otaqlı, 110 m², 16/16 mərtəbə",850
3,115,8,18,"Elan №5762610 - Bakı, Memar Əcəmi m., 3 otaqlı, 115 m², 8/18 mərtəbə",750
2,30,4,5,"Elan №5762695 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 30 m², 4/5 mərtəbə",600
2,65,6,15,"Elan №5762685 - Bakı, Qara Qarayev m., 2 otaqlı, 65 m², 6/15 mərtəbə",700
1,50,8,14,"Elan №5759725 - Bakı, Nərimanov r., 1 otaqlı, 50 m², 8/14 mərtəbə",700
3,138,15,17,"Elan №5762675 - Bakı, Gənclik m., 3 otaqlı, 138 m², 15/17 mərtəbə",850
3,80,1,13,"Elan №5761670 - Bakı, Həzi Aslanov m., 3 otaqlı, 80 m², 1/13 mərtəbə",600
2,55,6,16,"Elan №5762671 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 55 m², 6/16 mərtəbə",750
2,60,8,16,"Elan №5762667 - Bakı, Həzi Aslanov m., 2 otaqlı, 60 m², 8/16 mərtəbə",400
1,60,5,11,"Elan №5762662 - Bakı, Yasamal r., 1 otaqlı, 60 m², 5/11 mərtəbə",449
2,85,10,17,"Elan №5742701 - Bakı, İnşaatçılar m., 2 otaqlı, 85 m², 10/17 mərtəbə",950
3,52,1,12,"Elan №5760995 - Bakı, Həzi Aslanov m., 3 otaqlı, 52 m², 1/12 mərtəbə",600
2,70,6,14,"Elan №5762347 - Bakı, Həzi Aslanov m., 2 otaqlı, 70 m², 6/14 mərtəbə",550
2,65,8,16,"Elan №5761037 - Bakı, Həzi Aslanov m., 2 otaqlı, 65 m², 8/16 mərtəbə",700
3,70,3,5,"Elan №5611750 - Bakı, Elmlər Akademiyası m., 3 otaqlı, 70 m², 3/5 mərtəbə",650
3,110,8,17,"Elan №5762632 - Bakı, Qara Qarayev m., 3 otaqlı, 110 m², 8/17 mərtəbə",900
2,72,18,20,"Elan №5757716 - Bakı, Gənclik m., 2 otaqlı, 72 m², 18/20 mərtəbə",800
2,74,14,18,"Elan №5760302 - Bakı, Qara Qarayev m., 2 otaqlı, 74 m², 14/18 mərtəbə",750
2,60,5,5,"Elan №5762613 - Bakı, Avtovağzal m., 2 otaqlı, 60 m², 5/5 mərtəbə",450
3,100,15,16,"Elan №5757805 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 100 m², 15/16 mərtəbə",900
2,60,5,5,"Elan №5736740 - Bakı, Elmlər Akademiyası m., 2 otaqlı, 60 m², 5/5 mərtəbə",800
2,65,10,16,"Elan №5757600 - Bakı, Dərnəgül m., 2 otaqlı, 65 m², 10/16 mərtəbə",750
4,86,8,10,"Elan №5761227 - Bakı, Xalqlar Dostluğu m., 4 otaqlı, 86 m², 8/10 mərtəbə",650
2,60,6,16,"Elan №5762615 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 60 m², 6/16 mərtəbə",750
3,85,3,10,"Elan №5762609 - Bakı, Yasamal r., 3 otaqlı, 85 m², 3/10 mərtəbə",799
3,100,7,12,"Elan №5762605 - Bakı, Yeni Yasamal q., 3 otaqlı, 100 m², 7/12 mərtəbə",800
2,80,14,17,"Elan №5762601 - Bakı, Həzi Aslanov m., 2 otaqlı, 80 m², 14/17 mərtəbə",700
3,90,10,19,"Elan №5762602 - Bakı, Qara Qarayev m., 3 otaqlı, 90 m², 10/19 mərtəbə",900
3,68,2,4,"Elan №5759593 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 68 m², 2/4 mərtəbə",650
